Row Type,Campaign,Ad group,Keyword,Match Type,Final URL,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Headline 1 position,Headline 2 position,Headline 3 position,Headline 4 position,Headline 5 position,Headline 6 position,Headline 7 position,Headline 8 position,Headline 9 position,Headline 10 position,Headline 11 position,Headline 12 position,Headline 13 position,Headline 14 position,Headline 15 position,Description 1,Description 2,Description 3,Description 4,Description 1 position,Description 2 position,Description 3 position,Description 4 position
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall personal injury attorney Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall accident attorney LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall accident attorney Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall injury attorney LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall injury attorney Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip & fall accident lawyers LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip & fall accident lawyers Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall injury lawyers LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall injury lawyers Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,falling injury lawyer LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,falling injury lawyer Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall attorneys in my area LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall attorneys in my area Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall lawyers in my area LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall lawyers in my area Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall accident lawyers near me LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall accident lawyers near me Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,best lawyer for slip and fall LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,best lawyer for slip and fall Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall accident lawyer LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall accident lawyer Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,a good slip and fall lawyer LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,a good slip and fall lawyer Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,fall attorneys LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,fall attorneys Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall lawyer california LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall lawyer california Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,lawyers for slip and fall cases LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,lawyers for slip and fall cases Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,california slip and fall attorney LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,california slip and fall attorney Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,california slip and fall lawyer LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,california slip and fall lawyer Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,personal injury slip and fall attorney LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,personal injury slip and fall attorney Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,attorney for fall injury LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,attorney for fall injury Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,the best slip and fall attorneys LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,the best slip and fall attorneys Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,injury lawyer slip and fall LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,injury lawyer slip and fall Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall attorney california LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall attorney california Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,i need a slip and fall lawyer LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,i need a slip and fall lawyer Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall lawyers near me LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall lawyers near me Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,best attorney for slip and falls LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,best attorney for slip and falls Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall attorneys near me LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall attorneys near me Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,fall lawyers near me LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,fall lawyers near me Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall settlement lawyer LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall settlement lawyer Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip fall accidents lawyers LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip fall accidents lawyers Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall attorney LA LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall attorney LA Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,best slip and fall lawyers near me LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,best slip and fall lawyers near me Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,local slip and fall attorneys LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,local slip and fall attorneys Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,local slip and fall lawyers LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,local slip and fall lawyers Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip & fall attorneys near me LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip & fall attorneys near me Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip & fall lawyers near me LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip & fall lawyers near me Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,good slip and fall lawyer LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,good slip and fall lawyer Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall attorney Los Angeles LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall attorney Los Angeles Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,best slip and fall attorneys near me LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,best slip and fall attorneys near me Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall at work lawyer LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall at work lawyer Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip in fall lawyers LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip in fall lawyers Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,lawyers near me for slip and fall LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,lawyers near me for slip and fall Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,fall injury lawyers near me LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,fall injury lawyers near me Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,personal injury lawyer slip and fall near me LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,personal injury lawyer slip and fall near me Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall lawyers in my area LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,trip and fall lawyers in my area Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,lawyer slip and fall case LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,lawyer slip and fall case Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,best lawyer for slip and fall claims LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,best lawyer for slip and fall claims Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall lawyer attorney LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall lawyer attorney Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall lawyer California LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,slip and fall lawyer California Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,store fall injury attorney California LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Slip and Fall Injury LA,store fall injury attorney California Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Responsive search ad,search / all injuries / la,Slip and Fall Injury LA,,,https://landverpersonalinjury.com/,Slip & Fall Injury Lawyer,{KeyWord:Slip & Fall Injury Lawyer},No Fee Unless You Win,Free Injury Consult 24/7,Premises Injury Attorney,Fight Negligent Owners,Maximum Injury Recovery,$38.5M+ Injury Verdicts,Slip Injury Experts LA,,,,,,,1,1,,,1,,,,,,,,,,,Hurt in a slip or trip and fall? We hold negligent property owners accountable in LA.,No upfront fees. You pay only when we win your slip and fall injury case. Call now.,"Broken bones, head injuries, back pain — we fight for full slip and fall compensation.",45 years injury law experience. Serving injured victims across all of LA.,1,,1,
Keyword,search / all injuries / la,Bus Injury LA,bus injury lawyer LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Bus Injury LA,bus injury lawyer Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Bus Injury LA,bus accident injury lawyer LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Bus Injury LA,bus accident injury lawyer Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Bus Injury LA,bus crash injury attorney California LA,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,search / all injuries / la,Bus Injury LA,bus crash injury attorney California Los Angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Responsive search ad,search / all injuries / la,Bus Injury LA,,,https://landverpersonalinjury.com/,Bus Accident Injury Lawyer,{KeyWord:Bus Accident Injury Lawyer},No Fee Unless You Win,Free Injury Consult 24/7,$17.1M Bus Injury Result,Fight Transit Negligence,Maximum Injury Recovery,Bus Injury Attorneys LA,We Sue Transit Agencies,,,,,,,1,1,,,,,,1,,,,,,,,Injured on a bus or public transit? We secured $17.1M for one victim. Call us now.,No upfront fees. You pay only when we win your bus injury case. Free consult 24/7.,Transit agencies have lawyers protecting them. Landver Law protects injured victims.,45 years injury law experience in LA. Free same-day injury case review.,1,,1,
