word,stem,clicks_before,conv_before,CVR_before_%,clicks_after,conv_after,cost_after,p_value
прикрепить,прикреп,0,0.0,,0,0.0,0.0,
полицейскую,полицейск,0,0.0,,0,0.0,0.0,
tech,tech,0,0.0,,0,0.0,0.0,
добро,добр,0,0.0,,0,0.0,0.0,
делорензи,делоренз,0,0.0,,0,0.0,0.0,
zero,zero,0,0.0,,0,0.0,0.0,
теплі,теплі,0,0.0,,0,0.0,0.0,
ривердейл,ривердейл,0,0.0,,0,0.0,0.0,
чіпа,чіпа,1,0.0,,0,0.0,0.0,
industry,industry,0,0.0,,0,0.0,0.0,
flarescence,flarescence,0,0.0,,0,0.0,0.0,
анти,ант,0,0.0,,0,0.0,0.0,
varing,varing,0,0.0,,0,0.0,0.0,
машиной,машин,0,0.0,,0,0.0,0.0,
бед,бед,0,0.0,,0,0.0,0.0,
якісна,якісн,0,0.0,,0,0.0,0.0,
cici,cici,0,0.0,,0,0.0,0.0,
poltava,poltava,0,0.0,,0,0.0,0.0,
навершя,наверш,1,0.0,,0,0.0,0.0,
blackhare,blackhare,0,0.0,,0,0.0,0.0,
хамер,хамер,0,0.0,,0,0.0,0.0,
батьки,батьк,0,0.0,,0,0.0,0.0,
money,money,0,0.0,,0,0.0,0.0,
молодіжного,молодіжн,1,0.0,,0,0.0,0.0,
мифология,мифолог,0,0.0,,0,0.0,0.0,
офника,офник,0,0.0,,0,0.0,0.0,
акаб,акаб,0,0.0,,0,0.0,0.0,
sabotage,sabotage,0,0.0,,0,0.0,0.0,
велисар,велисар,0,0.0,,0,0.0,0.0,
паркур,паркур,0,0.0,,0,0.0,0.0,
pharaoh,pharaoh,0,0.0,,0,0.0,0.0,
фред,фред,0,0.0,,0,0.0,0.0,
max,max,0,0.0,,0,0.0,0.0,
flame,flame,0,0.0,,0,0.0,0.0,
могилу,могил,0,0.0,,0,0.0,0.0,
nin,nin,0,0.0,,0,0.0,0.0,
армани,арман,0,0.0,,0,0.0,0.0,
pave,pave,0,0.0,,0,0.0,0.0,
київської,київської,0,0.0,,0,0.0,0.0,
ольга,ольг,0,0.0,,0,0.0,0.0,
мертра,мертр,0,0.0,,0,0.0,0.0,
длинным,длин,0,0.0,,0,0.0,0.0,
nothing,nothing,0,0.0,,0,0.0,0.0,
птахи,птах,0,0.0,,0,0.0,0.0,
китель,кител,0,0.0,,0,0.0,0.0,
монтень,монтен,0,0.0,,0,0.0,0.0,
перун,перун,0,0.0,,0,0.0,0.0,
белт,белт,0,0.0,,0,0.0,0.0,
glova,glova,0,0.0,,0,0.0,0.0,
черешня,черешн,0,0.0,,0,0.0,0.0,
закохувати,закохуват,0,0.0,,0,0.0,0.0,
шорти,шорт,8,0.0,,0,0.0,0.0,
development,development,0,0.0,,0,0.0,0.0,
своїм,своїм,0,0.0,,0,0.0,0.0,
kalyna,kalyna,0,0.0,,0,0.0,0.0,
darkwin,darkwin,0,0.0,,0,0.0,0.0,
оранжевая,оранжев,0,0.0,,0,0.0,0.0,
український,українськ,2,0.0,,0,0.0,0.0,
укрпошта,укрпошт,0,0.0,,0,0.0,0.0,
років,років,0,0.0,,0,0.0,0.0,
shwkclothing,shwkclothing,0,0.0,,0,0.0,0.0,
дивізія,дивізі,0,0.0,,0,0.0,0.0,
самурай,самура,0,0.0,,0,0.0,0.0,
бойові,бойові,0,0.0,,0,0.0,0.0,
keepneedle,keepneedle,0,0.0,,0,0.0,0.0,
necrophagist,necrophagist,0,0.0,,0,0.0,0.0,
mtp,mtp,0,0.0,,0,0.0,0.0,
ogp,ogp,0,0.0,,0,0.0,0.0,
urfaust,urfaust,0,0.0,,0,0.0,0.0,
difransel,difransel,0,0.0,,0,0.0,0.0,
вархаммер,вархаммер,0,0.0,,0,0.0,0.0,
beloyar,beloyar,0,0.0,,0,0.0,0.0,
promopuff,promopuff,0,0.0,,0,0.0,0.0,
голди,голд,0,0.0,,0,0.0,0.0,
милитант,милитант,0,0.0,,0,0.0,0.0,
dominabitur,dominabitur,0,0.0,,0,0.0,0.0,
zara,zara,0,0.0,,0,0.0,0.0,
лампасами,лампас,0,0.0,,0,0.0,0.0,
bat,bat,0,0.0,,0,0.0,0.0,
turwear,turwear,0,0.0,,0,0.0,0.0,
flc,flc,0,0.0,,0,0.0,0.0,
пасош,пасош,0,0.0,,0,0.0,0.0,
sklo,sklo,0,0.0,,0,0.0,0.0,
400,400,0,0.0,,0,0.0,0.0,
toxic,toxic,0,0.0,,0,0.0,0.0,
слон,слон,0,0.0,,0,0.0,0.0,
морнінг,морнінг,0,0.0,,0,0.0,0.0,
skidan,skidan,0,0.0,,0,0.0,0.0,
рагнарок,рагнарок,0,0.0,,0,0.0,0.0,
загиблому,загибл,0,0.0,,0,0.0,0.0,
mori,mori,0,0.0,,0,0.0,0.0,
огп,огп,0,0.0,,0,0.0,0.0,
тиграми,тигр,0,0.0,,0,0.0,0.0,
нейлоновые,нейлонов,0,0.0,,0,0.0,0.0,
печать,печа,0,0.0,,0,0.0,0.0,
дизайном,дизайн,0,0.0,,0,0.0,0.0,
shorts,shorts,0,0.0,,0,0.0,0.0,
мизантропик,мизантропик,0,0.0,,0,0.0,0.0,
скорпион,скорпион,0,0.0,,0,0.0,0.0,
custom,custom,2,0.0,,0,0.0,0.0,
незалежність,незалежніст,0,0.0,,0,0.0,0.0,
поло,пол,0,0.0,,0,0.0,0.0,
mental,mental,0,0.0,,0,0.0,0.0,
sof,sof,0,0.0,,0,0.0,0.0,
usa,usa,0,0.0,,0,0.0,0.0,
sp5der,sp5der,0,0.0,,0,0.0,0.0,
дайнасти,дайнаст,0,0.0,,0,0.0,0.0,
lamb,lamb,0,0.0,,0,0.0,0.0,
троещина,троещин,0,0.0,,0,0.0,0.0,
donbass,donbass,0,0.0,,0,0.0,0.0,
каштан,кашта,0,0.0,,0,0.0,0.0,
secret,secret,0,0.0,,0,0.0,0.0,
affliction,affliction,0,0.0,,0,0.0,0.0,
рпс,рпс,0,0.0,,0,0.0,0.0,
палм,палм,0,0.0,,0,0.0,0.0,
авиация,авиац,0,0.0,,0,0.0,0.0,
якісні,якісні,0,0.0,,0,0.0,0.0,
манжетів,манжетів,0,0.0,,0,0.0,0.0,
metalist,metalist,0,0.0,,0,0.0,0.0,
ivaroses,ivaroses,0,0.0,,0,0.0,0.0,
сэнди,сэнд,0,0.0,,0,0.0,0.0,
horrorcore,horrorcore,0,0.0,,0,0.0,0.0,
terrifier,terrifier,0,0.0,,0,0.0,0.0,
dodo,dodo,0,0.0,,0,0.0,0.0,
бригадні,бригадні,1,0.0,,0,0.0,0.0,
гобелен,гобел,0,0.0,,0,0.0,0.0,
зріст,зріст,0,0.0,,0,0.0,0.0,
магазинів,магазинів,0,0.0,,0,0.0,0.0,
батори,батор,0,0.0,,0,0.0,0.0,
шкарпетки,шкарпетк,0,0.0,,0,0.0,0.0,
стяг,стяг,0,0.0,,0,0.0,0.0,
зіппер,зіппер,0,0.0,,0,0.0,0.0,
свага,сваг,0,0.0,,0,0.0,0.0,
rgze,rgze,0,0.0,,0,0.0,0.0,
сорочка,сорочк,0,0.0,,0,0.0,0.0,
неформалов,неформал,0,0.0,,0,0.0,0.0,
уличная,уличн,0,0.0,,0,0.0,0.0,
brooklyn,brooklyn,0,0.0,,0,0.0,0.0,
dolce,dolce,0,0.0,,0,0.0,0.0,
стор,стор,0,0.0,,0,0.0,0.0,
banderite,banderite,0,0.0,,0,0.0,0.0,
мехом,мех,0,0.0,,0,0.0,0.0,
pro,pro,1,0.0,,0,0.0,0.0,
doberman,doberman,0,0.0,,0,0.0,0.0,
hearts,hearts,0,0.0,,0,0.0,0.0,
сентября,сентябр,0,0.0,,0,0.0,0.0,
армения,армен,0,0.0,,0,0.0,0.0,
домашние,домашн,0,0.0,,0,0.0,0.0,
revision,revision,0,0.0,,0,0.0,0.0,
literaturniy,literaturniy,0,0.0,,0,0.0,0.0,
вимпел,вимпел,0,0.0,,0,0.0,0.0,
crafta,crafta,0,0.0,,0,0.0,0.0,
деревянный,деревя,0,0.0,,0,0.0,0.0,
корж,корж,0,0.0,,0,0.0,0.0,
фпв,фпв,2,0.0,,0,0.0,0.0,
молодежной,молодежн,0,0.0,,0,0.0,0.0,
стули,стул,0,0.0,,0,0.0,0.0,
killhouse,killhouse,0,0.0,,0,0.0,0.0,
рибок,рибок,0,0.0,,0,0.0,0.0,
orkov,orkov,0,0.0,,0,0.0,0.0,
napapijri,napapijri,0,0.0,,0,0.0,0.0,
завышенной,завышен,0,0.0,,0,0.0,0.0,
nofunnull,nofunnull,0,0.0,,0,0.0,0.0,
g59,g59,0,0.0,,0,0.0,0.0,
психіатрична,психіатричн,0,0.0,,0,0.0,0.0,
осінь,осін,0,0.0,,0,0.0,0.0,
тернопіль,тернопіл,0,0.0,,0,0.0,0.0,
mom,mom,0,0.0,,0,0.0,0.0,
турвеар,турвеар,0,0.0,,0,0.0,0.0,
gorgany,gorgany,0,0.0,,0,0.0,0.0,
перья,пер,0,0.0,,0,0.0,0.0,
морські,морські,0,0.0,,0,0.0,0.0,
net,net,0,0.0,,0,0.0,0.0,
вей,ве,0,0.0,,0,0.0,0.0,
айдар,айдар,1,0.0,,0,0.0,0.0,
декор,декор,0,0.0,,0,0.0,0.0,
софтшелл,софтшелл,0,0.0,,0,0.0,0.0,
скул,скул,0,0.0,,0,0.0,0.0,
мотанкою,мотанк,0,0.0,,0,0.0,0.0,
ідея,іде,2,0.0,,0,0.0,0.0,
kikillo,kikillo,0,0.0,,0,0.0,0.0,
koroleva,koroleva,0,0.0,,0,0.0,0.0,
inspiredby,inspiredby,0,0.0,,0,0.0,0.0,
зохо,зох,0,0.0,,0,0.0,0.0,
легкі,легкі,0,0.0,,0,0.0,0.0,
megadeth,megadeth,0,0.0,,0,0.0,0.0,
monster,monster,0,0.0,,0,0.0,0.0,
пул,пул,0,0.0,,0,0.0,0.0,
glamour,glamour,0,0.0,,0,0.0,0.0,
етно,етн,0,0.0,,0,0.0,0.0,
принтів,принтів,0,0.0,,0,0.0,0.0,
azazel,azazel,1,0.0,,0,0.0,0.0,
рубашки,рубашк,1,0.0,,0,0.0,0.0,
патриотические,патриотическ,0,0.0,,0,0.0,0.0,
kharkivets,kharkivets,0,0.0,,0,0.0,0.0,
хартії,хартії,1,0.0,,0,0.0,0.0,
морок,морок,0,0.0,,0,0.0,0.0,
oni,oni,0,0.0,,0,0.0,0.0,
область,област,3,0.0,,0,0.0,0.0,
бронежилет,бронежилет,0,0.0,,0,0.0,0.0,
підлітка,підлітка,0,0.0,,0,0.0,0.0,
говерла,говерл,0,0.0,,0,0.0,0.0,
мемономіка,мемономік,0,0.0,,0,0.0,0.0,
махна,махн,0,0.0,,0,0.0,0.0,
разведки,разведк,0,0.0,,0,0.0,0.0,
achilles,achilles,0,0.0,,0,0.0,0.0,
повних,повн,0,0.0,,0,0.0,0.0,
aggressive,aggressive,2,0.0,,0,0.0,0.0,
отношения,отношен,0,0.0,,0,0.0,0.0,
jinx,jinx,0,0.0,,0,0.0,0.0,
прапо,прап,0,0.0,,0,0.0,0.0,
acab,acab,0,0.0,,0,0.0,0.0,
worker,worker,0,0.0,,0,0.0,0.0,
фигура,фигур,0,0.0,,0,0.0,0.0,
бойовка,бойовк,0,0.0,,0,0.0,0.0,
timberland,timberland,0,0.0,,0,0.0,0.0,
дзюдо,дзюд,0,0.0,,0,0.0,0.0,
baseside,baseside,0,0.0,,0,0.0,0.0,
варенка,варенк,0,0.0,,0,0.0,0.0,
укрармор,укрармор,0,0.0,,0,0.0,0.0,
jdm,jdm,0,0.0,,0,0.0,0.0,
souls,souls,1,0.0,,0,0.0,0.0,
bauhaus,bauhaus,0,0.0,,0,0.0,0.0,
усика,усик,0,0.0,,0,0.0,0.0,
кіллстар,кіллстар,0,0.0,,0,0.0,0.0,
лонгсливы,лонгслив,0,0.0,,0,0.0,0.0,
halen,halen,0,0.0,,0,0.0,0.0,
banks,banks,0,0.0,,0,0.0,0.0,
oxxxymiron,oxxxymiron,0,0.0,,0,0.0,0.0,
warcraft,warcraft,0,0.0,,0,0.0,0.0,
ukraine,ukraine,1,0.0,,0,0.0,0.0,
янська,янськ,0,0.0,,0,0.0,0.0,
вайтрекс,вайтрекс,0,0.0,,0,0.0,0.0,
хонорови,хоноров,0,0.0,,0,0.0,0.0,
фліс,фліс,0,0.0,,0,0.0,0.0,
розмірів,розмірів,0,0.0,,0,0.0,0.0,
zooutube,zooutube,0,0.0,,0,0.0,0.0,
house,house,0,0.0,,0,0.0,0.0,
ogonpushka,ogonpushka,0,0.0,,0,0.0,0.0,
beomdsgn,beomdsgn,0,0.0,,0,0.0,0.0,
водолазка,водолазк,0,0.0,,0,0.0,0.0,
nurek,nurek,0,0.0,,0,0.0,0.0,
romanovashop,romanovashop,0,0.0,,0,0.0,0.0,
gap,gap,0,0.0,,0,0.0,0.0,
purple,purple,0,0.0,,0,0.0,0.0,
dope,dope,0,0.0,,0,0.0,0.0,
май,ма,0,0.0,,0,0.0,0.0,
мадяра,мадяр,0,0.0,,0,0.0,0.0,
longsleeve,longsleeve,0,0.0,,0,0.0,0.0,
воював,воюва,0,0.0,,0,0.0,0.0,
152,152,0,0.0,,0,0.0,0.0,
маваши,маваш,0,0.0,,0,0.0,0.0,
морської,морської,5,0.0,,0,0.0,0.0,
фліски,фліски,0,0.0,,0,0.0,0.0,
pants,pants,1,0.0,,0,0.0,0.0,
stk,stk,0,0.0,,0,0.0,0.0,
mod44,mod44,0,0.0,,0,0.0,0.0,
101,101,0,0.0,,0,0.0,0.0,
ralph,ralph,0,0.0,,0,0.0,0.0,
стріляй,стріля,0,0.0,,0,0.0,0.0,
альва,альв,0,0.0,,0,0.0,0.0,
amundsen,amundsen,0,0.0,,0,0.0,0.0,
охота,охот,0,0.0,,0,0.0,0.0,
shoes,shoes,0,0.0,,0,0.0,0.0,
ріж,ріж,0,0.0,,0,0.0,0.0,
bad,bad,0,0.0,,0,0.0,0.0,
xxl,xxl,0,0.0,,0,0.0,0.0,
офіційний,офіційн,0,0.0,,0,0.0,0.0,
story,story,0,0.0,,0,0.0,0.0,
creative,creative,0,0.0,,0,0.0,0.0,
американські,американські,0,0.0,,0,0.0,0.0,
dutti,dutti,0,0.0,,0,0.0,0.0,
tabaneko,tabaneko,0,0.0,,0,0.0,0.0,
merch,merch,0,0.0,,0,0.0,0.0,
nokturnal,nokturnal,0,0.0,,0,0.0,0.0,
пинк,пинк,0,0.0,,0,0.0,0.0,
футболок,футболок,0,0.0,,0,0.0,0.0,
маса,мас,1,0.0,,0,0.0,0.0,
сикрет,сикрет,0,0.0,,0,0.0,0.0,
капрал,капра,0,0.0,,0,0.0,0.0,
прилуки,прилук,0,0.0,,0,0.0,0.0,
підписами,підпис,0,0.0,,0,0.0,0.0,
миколаїв,миколаїв,0,0.0,,0,0.0,0.0,
адаптивні,адаптивні,0,0.0,,0,0.0,0.0,
блискавкою,блискавк,0,0.0,,0,0.0,0.0,
nuof,nuof,0,0.0,,0,0.0,0.0,
from,from,0,0.0,,0,0.0,0.0,
наряды,наряд,0,0.0,,0,0.0,0.0,
вінниця,віннит^,0,0.0,,0,0.0,0.0,
odessa,odessa,0,0.0,,0,0.0,0.0,
иду,ид,0,0.0,,0,0.0,0.0,
psd,psd,0,0.0,,0,0.0,0.0,
terror,terror,0,0.0,,0,0.0,0.0,
ушками,ушк,0,0.0,,0,0.0,0.0,
again,again,0,0.0,,0,0.0,0.0,
знову,знов,0,0.0,,0,0.0,0.0,
банани,банан,0,0.0,,0,0.0,0.0,
єбош,єбош,0,0.0,,0,0.0,0.0,
wolf,wolf,0,0.0,,0,0.0,0.0,
погоны,погон,0,0.0,,0,0.0,0.0,
рукавах,рукав,0,0.0,,0,0.0,0.0,
reckless,reckless,0,0.0,,0,0.0,0.0,
korolova,korolova,0,0.0,,0,0.0,0.0,
germs,germs,0,0.0,,0,0.0,0.0,
сарказм,сарказм,0,0.0,,0,0.0,0.0,
нюбеленс,нюбеленс,0,0.0,,0,0.0,0.0,
щастя,щаст,0,0.0,,0,0.0,0.0,
хаммер,хаммер,0,0.0,,0,0.0,0.0,
драгон,драгон,0,0.0,,0,0.0,0.0,
альфа,альф,0,0.0,,0,0.0,0.0,
rocks,rocks,0,0.0,,0,0.0,0.0,
ctrl,ctrl,0,0.0,,0,0.0,0.0,
смеш,смеш,0,0.0,,0,0.0,0.0,
колекції,колекції,0,0.0,,0,0.0,0.0,
лил,лил,0,0.0,,0,0.0,0.0,
монобазар,монобазар,0,0.0,,0,0.0,0.0,
олива,олив,0,0.0,,0,0.0,0.0,
japan,japan,0,0.0,,0,0.0,0.0,
mademan,mademan,0,0.0,,0,0.0,0.0,
harvest,harvest,0,0.0,,0,0.0,0.0,
дівіжин,дівіжин,0,0.0,,0,0.0,0.0,
indiana,indiana,0,0.0,,0,0.0,0.0,
berry,berry,0,0.0,,0,0.0,0.0,
скейтерские,скейтерск,0,0.0,,0,0.0,0.0,
cold,cold,0,0.0,,0,0.0,0.0,
self,self,0,0.0,,0,0.0,0.0,
сучасна,сучасн,0,0.0,,0,0.0,0.0,
стопа,стоп,0,0.0,,0,0.0,0.0,
xxtenations,xxtenations,0,0.0,,0,0.0,0.0,
molon,molon,0,0.0,,0,0.0,0.0,
мантія,манті,0,0.0,,0,0.0,0.0,
запорожців,запорожців,0,0.0,,0,0.0,0.0,
церкві,церкві,0,0.0,,0,0.0,0.0,
cgt,cgt,0,0.0,,0,0.0,0.0,
артан,арта,0,0.0,,0,0.0,0.0,
емпайр,емпайр,0,0.0,,0,0.0,0.0,
bobules,bobules,0,0.0,,0,0.0,0.0,
миша,миш,0,0.0,,0,0.0,0.0,
dark,dark,0,0.0,,0,0.0,0.0,
осборном,осборн,0,0.0,,0,0.0,0.0,
wall,wall,0,0.0,,0,0.0,0.0,
ракамакафо,ракамакаф,0,0.0,,0,0.0,0.0,
коїн,коїн,0,0.0,,0,0.0,0.0,
кумедні,кумедні,0,0.0,,0,0.0,0.0,
line,line,0,0.0,,0,0.0,0.0,
христом,христ,0,0.0,,0,0.0,0.0,
caladan,caladan,0,0.0,,0,0.0,0.0,
студио,студ,0,0.0,,0,0.0,0.0,
ангелс,ангелс,0,0.0,,0,0.0,0.0,
мма,мма,0,0.0,,0,0.0,0.0,
bless,bless,0,0.0,,0,0.0,0.0,
тол,тол,0,0.0,,0,0.0,0.0,
marcelo,marcelo,0,0.0,,0,0.0,0.0,
allazy,allazy,0,0.0,,0,0.0,0.0,
хустка,хустк,0,0.0,,0,0.0,0.0,
барбер,барбер,0,0.0,,0,0.0,0.0,
текстиль,текстил,0,0.0,,0,0.0,0.0,
kojima,kojima,0,0.0,,0,0.0,0.0,
мандалорець,мандалорет^,0,0.0,,0,0.0,0.0,
треле,трел,0,0.0,,0,0.0,0.0,
dickies,dickies,0,0.0,,0,0.0,0.0,
hooligan,hooligan,0,0.0,,0,0.0,0.0,
dimmu,dimmu,0,0.0,,0,0.0,0.0,
мам,мам,0,0.0,,0,0.0,0.0,
тикитаки,тикитак,0,0.0,,0,0.0,0.0,
пізда,пізда,0,0.0,,0,0.0,0.0,
gwer,gwer,0,0.0,,0,0.0,0.0,
cartel,cartel,0,0.0,,0,0.0,0.0,
absurd,absurd,0,0.0,,0,0.0,0.0,
крутая,крут,0,0.0,,0,0.0,0.0,
ретро,ретр,0,0.0,,0,0.0,0.0,
golabosa,golabosa,0,0.0,,0,0.0,0.0,
скиба,скиб,0,0.0,,0,0.0,0.0,
серця,серт^,0,0.0,,0,0.0,0.0,
рівне,рівне,0,0.0,,0,0.0,0.0,
стандарт,стандарт,0,0.0,,0,0.0,0.0,
will,will,0,0.0,,0,0.0,0.0,
свастон,свастон,1,0.0,,0,0.0,0.0,
main,main,0,0.0,,0,0.0,0.0,
моми,мом,0,0.0,,0,0.0,0.0,
махновщини,махновщин,0,0.0,,0,0.0,0.0,
тканині,тканині,0,0.0,,0,0.0,0.0,
шелковые,шелков,0,0.0,,0,0.0,0.0,
весом,вес,0,0.0,,0,0.0,0.0,
упа,уп,0,0.0,,0,0.0,0.0,
пиздец,пиздец,0,0.0,,0,0.0,0.0,
агрегат,агрегат,0,0.0,,0,0.0,0.0,
дшв,дшв,2,0.0,,0,0.0,0.0,
русский,русск,0,0.0,,0,0.0,0.0,
limit,limit,0,0.0,,0,0.0,0.0,
star,star,0,0.0,,0,0.0,0.0,
свій,свій,0,0.0,,0,0.0,0.0,
журба,журб,0,0.0,,0,0.0,0.0,
треугольный,треугольн,0,0.0,,0,0.0,0.0,
шрифтом,шрифт,0,0.0,,0,0.0,0.0,
друк,друк,0,0.0,,0,0.0,0.0,
sapiens,sapiens,0,0.0,,0,0.0,0.0,
roadtothedream,roadtothedream,0,0.0,,0,0.0,0.0,
вейворі,вейворі,0,0.0,,0,0.0,0.0,
youngla,youngla,0,0.0,,0,0.0,0.0,
svs,svs,0,0.0,,0,0.0,0.0,
кати,кат,0,0.0,,0,0.0,0.0,
прарор,прарор,0,0.0,,0,0.0,0.0,
монашкой,монашк,0,0.0,,0,0.0,0.0,
buntar,buntar,0,0.0,,0,0.0,0.0,
харькова,харьков,0,0.0,,0,0.0,0.0,
defpoint,defpoint,0,0.0,,0,0.0,0.0,
harajuku,harajuku,0,0.0,,0,0.0,0.0,
ultras,ultras,0,0.0,,0,0.0,0.0,
домінанта,домінант,0,0.0,,0,0.0,0.0,
днепрянин,днепрянин,0,0.0,,0,0.0,0.0,
реглан,регла,0,0.0,,0,0.0,0.0,
сошал,соша,0,0.0,,0,0.0,0.0,
мелстроя,мелстро,0,0.0,,0,0.0,0.0,
президентської,президентської,0,0.0,,0,0.0,0.0,
знижки,знижк,0,0.0,,0,0.0,0.0,
кет,кет,0,0.0,,0,0.0,0.0,
опг,опг,0,0.0,,0,0.0,0.0,
кронштейн,кронштейн,0,0.0,,0,0.0,0.0,
zov,zov,0,0.0,,0,0.0,0.0,
шолом,шол,0,0.0,,0,0.0,0.0,
карпати,карпат,0,0.0,,0,0.0,0.0,
флісова,флісов,0,0.0,,0,0.0,0.0,
каратель,карател,0,0.0,,0,0.0,0.0,
выбеленная,выбелен,0,0.0,,0,0.0,0.0,
третя,трет,0,0.0,,0,0.0,0.0,
witch,witch,0,0.0,,0,0.0,0.0,
korchova,korchova,0,0.0,,0,0.0,0.0,
slayer,slayer,0,0.0,,0,0.0,0.0,
сільверіа,сільвері,0,0.0,,0,0.0,0.0,
fleece,fleece,0,0.0,,0,0.0,0.0,
паличці,паличці,0,0.0,,0,0.0,0.0,
mulisha,mulisha,0,0.0,,0,0.0,0.0,
rockway,rockway,0,0.0,,0,0.0,0.0,
хунта,хунт,0,0.0,,0,0.0,0.0,
sweat,sweat,0,0.0,,0,0.0,0.0,
ynel,ynel,0,0.0,,0,0.0,0.0,
языческие,языческ,0,0.0,,0,0.0,0.0,
gearlab,gearlab,0,0.0,,0,0.0,0.0,
allin,allin,0,0.0,,0,0.0,0.0,
жить,жит,0,0.0,,0,0.0,0.0,
fashion,fashion,0,0.0,,0,0.0,0.0,
pace,pace,0,0.0,,0,0.0,0.0,
camouflage,camouflage,0,0.0,,0,0.0,0.0,
murderdolls,murderdolls,0,0.0,,0,0.0,0.0,
карна,карн,0,0.0,,0,0.0,0.0,
котонові,котонові,0,0.0,,0,0.0,0.0,
робин,робин,0,0.0,,0,0.0,0.0,
мілітарка,мілітарк,0,0.0,,0,0.0,0.0,
wip,wip,0,0.0,,0,0.0,0.0,
nothingness,nothingness,1,0.0,,0,0.0,0.0,
valbires,valbires,0,0.0,,0,0.0,0.0,
камуфляжная,камуфляжн,0,0.0,,0,0.0,0.0,
зіп,зіп,13,0.0,,0,0.0,0.0,
пират,пират,0,0.0,,0,0.0,0.0,
пончо,понч,0,0.0,,0,0.0,0.0,
zombie,zombie,0,0.0,,0,0.0,0.0,
пекло,пекл,1,0.0,,0,0.0,0.0,
https,https,0,0.0,,0,0.0,0.0,
right,right,0,0.0,,0,0.0,0.0,
zwyntar,zwyntar,0,0.0,,0,0.0,0.0,
малюнком,малюнк,0,0.0,,0,0.0,0.0,
сміливі,сміливі,0,0.0,,0,0.0,0.0,
island,island,0,0.0,,0,0.0,0.0,
evildoc,evildoc,0,0.0,,0,0.0,0.0,
louchesaints,louchesaints,0,0.0,,0,0.0,0.0,
hell,hell,1,0.0,,0,0.0,0.0,
укр,укр,0,0.0,,0,0.0,0.0,
крила,крил,0,0.0,,0,0.0,0.0,
титаник,титаник,0,0.0,,0,0.0,0.0,
spinoza,spinoza,0,0.0,,0,0.0,0.0,
карго,карг,0,0.0,,0,0.0,0.0,
потужноліт,потужноліт,0,0.0,,0,0.0,0.0,
люверси,люверс,1,0.0,,0,0.0,0.0,
duffel,duffel,0,0.0,,0,0.0,0.0,
сувениры,сувенир,0,0.0,,0,0.0,0.0,
4хл,4хл,0,0.0,,0,0.0,0.0,
молотх,молотх,0,0.0,,0,0.0,0.0,
неоном,неон,0,0.0,,0,0.0,0.0,
бодибилдинга,бодибилдинг,0,0.0,,0,0.0,0.0,
феникс,феникс,0,0.0,,0,0.0,0.0,
rio,rio,0,0.0,,0,0.0,0.0,
блек,блек,0,0.0,,0,0.0,0.0,
подарить,подар,0,0.0,,0,0.0,0.0,
baggy,baggy,0,0.0,,0,0.0,0.0,
принц,принц,0,0.0,,0,0.0,0.0,
елемент,елемент,0,0.0,,0,0.0,0.0,
хедбег,хедбег,0,0.0,,0,0.0,0.0,
домашні,домашні,0,0.0,,0,0.0,0.0,
young,young,0,0.0,,0,0.0,0.0,
начальника,начальник,0,0.0,,0,0.0,0.0,
подарувати,подаруват,0,0.0,,0,0.0,0.0,
kulkate,kulkate,0,0.0,,0,0.0,0.0,
rock,rock,0,0.0,,0,0.0,0.0,
mtac,mtac,0,0.0,,0,0.0,0.0,
бой,бо,0,0.0,,0,0.0,0.0,
бананы,бана,0,0.0,,0,0.0,0.0,
тримачі,тримачі,0,0.0,,0,0.0,0.0,
сикс,сикс,0,0.0,,0,0.0,0.0,
харьков,харьк,0,0.0,,0,0.0,0.0,
khartia,khartia,0,0.0,,0,0.0,0.0,
марджела,марджел,0,0.0,,0,0.0,0.0,
420,420,0,0.0,,0,0.0,0.0,
соледара,соледар,0,0.0,,0,0.0,0.0,
пром,пром,0,0.0,,0,0.0,0.0,
artiemaster,artiemaster,0,0.0,,0,0.0,0.0,
кріпити,кріпит,0,0.0,,0,0.0,0.0,
bpg,bpg,0,0.0,,0,0.0,0.0,
ruta,ruta,0,0.0,,0,0.0,0.0,
oversized,oversized,0,0.0,,0,0.0,0.0,
муай,муа,0,0.0,,0,0.0,0.0,
zeros,zeros,0,0.0,,0,0.0,0.0,
spartan,spartan,0,0.0,,0,0.0,0.0,
mound,mound,0,0.0,,0,0.0,0.0,
faze,faze,0,0.0,,0,0.0,0.0,
світу,світу,0,0.0,,0,0.0,0.0,
рендж,рендж,0,0.0,,0,0.0,0.0,
batcatshop,batcatshop,0,0.0,,0,0.0,0.0,
gbc,gbc,0,0.0,,0,0.0,0.0,
your,your,0,0.0,,0,0.0,0.0,
syndicate,syndicate,0,0.0,,0,0.0,0.0,
hades,hades,0,0.0,,0,0.0,0.0,
балтика,балтик,0,0.0,,0,0.0,0.0,
козаком,козак,0,0.0,,0,0.0,0.0,
dupe,dupe,0,0.0,,0,0.0,0.0,
fourth,fourth,0,0.0,,0,0.0,0.0,
coupage,coupage,0,0.0,,0,0.0,0.0,
авіація,авіаці,1,0.0,,0,0.0,0.0,
arcteryx,arcteryx,0,0.0,,0,0.0,0.0,
zipka,zipka,0,0.0,,0,0.0,0.0,
shopee,shopee,0,0.0,,0,0.0,0.0,
lyle,lyle,0,0.0,,0,0.0,0.0,
стаф,стаф,1,0.0,,0,0.0,0.0,
