word,stem,n_terms,impressions,clicks,cost,conversions,CPA,CTR_%
queen,queen,1,2,0,0.0,0.0,inf,0.0
r3ich,r3ich,3,57,0,0.0,0.0,inf,0.0
rage,rage,2,2,0,0.0,0.0,inf,0.0
ragnarock,ragnarock,2,12,0,0.0,0.0,inf,0.0
privet,privet,1,2,0,0.0,0.0,inf,0.0
ragnarok,ragnarok,1,1,0,0.0,0.0,inf,0.0
rainshouse,rainshouse,1,2,0,0.0,0.0,inf,0.0
rock,rock,6,10,0,0.0,0.0,inf,0.0
range,range,5,67,0,0.0,0.0,inf,0.0
rocks,rocks,3,65,0,0.0,0.0,inf,0.0
roks,roks,1,1,0,0.0,0.0,inf,0.0
ranger,ranger,1,1,0,0.0,0.0,inf,0.0
ray,ray,2,3,0,0.0,0.0,inf,0.0
ready,ready,1,3,0,0.0,0.0,inf,0.0
reconquista,reconquista,1,3,0,0.0,0.0,inf,0.0
reload,reload,3,12,0,0.0,0.0,inf,0.0
initial,initial,1,1,0,0.0,0.0,inf,0.0
represent,represent,1,1,0,0.0,0.0,inf,0.0
reputation,reputation,1,1,0,0.0,0.0,inf,0.0
reserved,reserved,1,1,0,0.0,0.0,inf,0.0
resident,resident,1,1,0,0.0,0.0,inf,0.0
evil,evil,1,1,0,0.0,0.0,inf,0.0
respect,respect,1,3,0,0.0,0.0,inf,0.0
revenge,revenge,1,2,0,0.0,0.0,inf,0.0
reverse,reverse,1,1,0,0.0,0.0,inf,0.0
medal,medal,1,1,0,0.0,0.0,inf,0.0
riccardo,riccardo,1,1,0,0.0,0.0,inf,0.0
rick,rick,1,1,0,0.0,0.0,inf,0.0
right,right,2,2,0,0.0,0.0,inf,0.0
hype,hype,2,24,0,0.0,0.0,inf,0.0
rikky,rikky,2,24,0,0.0,0.0,inf,0.0
hipe,hipe,1,1,0,0.0,0.0,inf,0.0
riky,riky,1,1,0,0.0,0.0,inf,0.0
кепка,кепк,7,11,0,0.0,0.0,inf,0.0
київ,київ,9,27,0,0.0,0.0,inf,0.0
цум,цум,1,1,0,0.0,0.0,inf,0.0
riotvision,riotvision,1,1,0,0.0,0.0,inf,0.0
rip,rip,2,2,0,0.0,0.0,inf,0.0
curl,curl,1,1,0,0.0,0.0,inf,0.0
dip,dip,1,1,0,0.0,0.0,inf,0.0
ripndip,ripndip,3,3,0,0.0,0.0,inf,0.0
dream,dream,1,3,0,0.0,0.0,inf,0.0
road,road,1,3,0,0.0,0.0,inf,0.0
robishop,robishop,1,1,0,0.0,0.0,inf,0.0
eagle,eagle,1,2,0,0.0,0.0,inf,0.0
roll,roll,1,1,0,0.0,0.0,inf,0.0
way,way,1,2,0,0.0,0.0,inf,0.0
rockway,rockway,4,40,0,0.0,0.0,inf,0.0
biz,biz,2,4,0,0.0,0.0,inf,0.0
rowdy,rowdy,2,3,0,0.0,0.0,inf,0.0
rsotm,rsotm,1,1,0,0.0,0.0,inf,0.0
rummy,rummy,1,1,0,0.0,0.0,inf,0.0
storm,storm,1,18,0,0.0,0.0,inf,0.0
runic,runic,1,18,0,0.0,0.0,inf,0.0
runicstorm,runicstorm,1,1,0,0.0,0.0,inf,0.0
rusnia,rusnia,1,1,0,0.0,0.0,inf,0.0
rusoriz,rusoriz,2,10,0,0.0,0.0,inf,0.0
rxloss,rxloss,1,1,0,0.0,0.0,inf,0.0
wolfpack,wolfpack,1,1,0,0.0,0.0,inf,0.0
sabaton,sabaton,1,1,0,0.0,0.0,inf,0.0
saint,saint,2,2,0,0.0,0.0,inf,0.0
sangvinik,sangvinik,1,1,0,0.0,0.0,inf,0.0
cruz,cruz,1,3,0,0.0,0.0,inf,0.0
jason,jason,1,3,0,0.0,0.0,inf,0.0
santa,santa,1,3,0,0.0,0.0,inf,0.0
jessee,jessee,1,3,0,0.0,0.0,inf,0.0
sarcasm,sarcasm,2,3,0,0.0,0.0,inf,0.0
savastone,savastone,1,3,0,0.0,0.0,inf,0.0
sbd,sbd,1,1,0,0.0,0.0,inf,0.0
scream,scream,1,2,0,0.0,0.0,inf,0.0
senclo,senclo,1,1,0,0.0,0.0,inf,0.0
sins,sins,1,1,0,0.0,0.0,inf,0.0
seven,seven,1,1,0,0.0,0.0,inf,0.0
shaba,shaba,1,1,0,0.0,0.0,inf,0.0
sherocco,sherocco,1,1,0,0.0,0.0,inf,0.0
shevron,shevron,1,1,0,0.0,0.0,inf,0.0
fox,fox,2,2,0,0.0,0.0,inf,0.0
shift,shift,1,8,0,0.0,0.0,inf,0.0
shinigami,shinigami,1,2,0,0.0,0.0,inf,0.0
shiva,shiva,1,1,0,0.0,0.0,inf,0.0
mango,mango,1,1,0,0.0,0.0,inf,0.0
shrapnel,shrapnel,1,1,0,0.0,0.0,inf,0.0
shrike,shrike,1,1,0,0.0,0.0,inf,0.0
shwk,shwk,2,11,0,0.0,0.0,inf,0.0
shwkclothing,shwkclothing,1,3,0,0.0,0.0,inf,0.0
sich,sich,1,1,0,0.0,0.0,inf,0.0
sick,sick,1,1,0,0.0,0.0,inf,0.0
solution,solution,1,1,0,0.0,0.0,inf,0.0
sil,sil,1,5,0,0.0,0.0,inf,0.0
siluet,siluet,1,1,0,0.0,0.0,inf,0.0
silwear,silwear,1,2,0,0.0,0.0,inf,0.0
sindicat,sindicat,1,1,0,0.0,0.0,inf,0.0
sindikat,sindikat,1,1,0,0.0,0.0,inf,0.0
rhosis,rhosis,1,3,0,0.0,0.0,inf,0.0
sir,sir,1,3,0,0.0,0.0,inf,0.0
mercy,mercy,2,4,0,0.0,0.0,inf,0.0
sisters,sisters,2,4,0,0.0,0.0,inf,0.0
zeros,zeros,3,12,0,0.0,0.0,inf,0.0
sixnine,sixnine,1,1,0,0.0,0.0,inf,0.0
sixtynine,sixtynine,2,3,0,0.0,0.0,inf,0.0
sixzeros,sixzeros,1,12,0,0.0,0.0,inf,0.0
skidan,skidan,1,1,0,0.0,0.0,inf,0.0
skill,skill,1,16,0,0.0,0.0,inf,0.0
sklo,sklo,3,18,0,0.0,0.0,inf,0.0
slaughter,slaughter,1,1,0,0.0,0.0,inf,0.0
prevail,prevail,1,1,0,0.0,0.0,inf,0.0
slim,slim,1,1,0,0.0,0.0,inf,0.0
slippclot,slippclot,1,1,0,0.0,0.0,inf,0.0
smash,smash,6,15,0,0.0,0.0,inf,0.0
smerch,smerch,3,30,0,0.0,0.0,inf,0.0
smesh,smesh,1,2,0,0.0,0.0,inf,0.0
smth,smth,2,4,0,0.0,0.0,inf,0.0
underwear,underwear,1,1,0,0.0,0.0,inf,0.0
snash,snash,1,1,0,0.0,0.0,inf,0.0
sndct,sndct,1,4,0,0.0,0.0,inf,0.0
sof,sof,2,13,0,0.0,0.0,inf,0.0
cross,cross,1,1,0,0.0,0.0,inf,0.0
solar,solar,1,1,0,0.0,0.0,inf,0.0
solmar,solmar,1,1,0,0.0,0.0,inf,0.0
sons,sons,1,6,0,0.0,0.0,inf,0.0
posadka,posadka,1,6,0,0.0,0.0,inf,0.0
sort,sort,1,1,0,0.0,0.0,inf,0.0
sosala,sosala,1,1,0,0.0,0.0,inf,0.0
special,special,3,13,0,0.0,0.0,inf,0.0
spleesk,spleesk,1,3,0,0.0,0.0,inf,0.0
split,split,1,1,0,0.0,0.0,inf,0.0
splunk,splunk,1,1,0,0.0,0.0,inf,0.0
sraff,sraff,1,1,0,0.0,0.0,inf,0.0
ssmerch,ssmerch,1,7,0,0.0,0.0,inf,0.0
ssur,ssur,1,3,0,0.0,0.0,inf,0.0
staff,staff,12,37,0,0.0,0.0,inf,0.0
вінниця,віннит^,1,1,0,0.0,0.0,inf,0.0
stalker,stalker,1,3,0,0.0,0.0,inf,0.0
stand,stand,1,1,0,0.0,0.0,inf,0.0
with,with,2,2,0,0.0,0.0,inf,0.0
berry,berry,1,1,0,0.0,0.0,inf,0.0
starberry,starberry,4,18,0,0.0,0.0,inf,0.0
net,net,1,1,0,0.0,0.0,inf,0.0
straps,straps,1,1,0,0.0,0.0,inf,0.0
stars,stars,1,1,0,0.0,0.0,inf,0.0
stay,stay,5,6,0,0.0,0.0,inf,0.0
brave,brave,1,2,0,0.0,0.0,inf,0.0
violent,violent,1,1,0,0.0,0.0,inf,0.0
stepan,stepan,1,6,0,0.0,0.0,inf,0.0
sternenko,sternenko,2,17,0,0.0,0.0,inf,0.0
stilove,stilove,2,17,0,0.0,0.0,inf,0.0
stima,stima,1,1,0,0.0,0.0,inf,0.0
stimma,stimma,1,3,0,0.0,0.0,inf,0.0
stk,stk,1,2,0,0.0,0.0,inf,0.0
stlv,stlv,3,81,0,0.0,0.0,inf,0.0
stlvclub,stlvclub,1,1,0,0.0,0.0,inf,0.0
days,days,1,2,0,0.0,0.0,inf,0.0
stoner,stoner,1,2,0,0.0,0.0,inf,0.0
straberry,straberry,1,1,0,0.0,0.0,inf,0.0
edge,edge,1,1,0,0.0,0.0,inf,0.0
streetwear,streetwear,8,18,0,0.0,0.0,inf,0.0
stuff,stuff,1,4,0,0.0,0.0,inf,0.0
sturm,sturm,1,1,0,0.0,0.0,inf,0.0
stussy,stussy,2,2,0,0.0,0.0,inf,0.0
stvclub,stvclub,1,1,0,0.0,0.0,inf,0.0
stvl,stvl,2,8,0,0.0,0.0,inf,0.0
stvory,stvory,2,4,0,0.0,0.0,inf,0.0
styleprint,styleprint,1,1,0,0.0,0.0,inf,0.0
goons,goons,3,5,0,0.0,0.0,inf,0.0
sunset,sunset,3,5,0,0.0,0.0,inf,0.0
supersklep,supersklep,1,1,0,0.0,0.0,inf,0.0
suvene,suvene,3,3,0,0.0,0.0,inf,0.0
svaston,svaston,1,5,0,0.0,0.0,inf,0.0
wolfzeit,wolfzeit,1,2,0,0.0,0.0,inf,0.0
swa,swa,1,2,0,0.0,0.0,inf,0.0
swaston,swaston,1,2,0,0.0,0.0,inf,0.0
sweat,sweat,2,2,0,0.0,0.0,inf,0.0
sweatshirts,sweatshirts,1,1,0,0.0,0.0,inf,0.0
sweet,sweet,1,1,0,0.0,0.0,inf,0.0
symbiosis,symbiosis,1,1,0,0.0,0.0,inf,0.0
syndicate,syndicate,5,29,0,0.0,0.0,inf,0.0
synonyms,synonyms,1,2,0,0.0,0.0,inf,0.0
fest,fest,1,1,0,0.0,0.0,inf,0.0
beige,beige,1,1,0,0.0,0.0,inf,0.0
text,text,1,1,0,0.0,0.0,inf,0.0
veterans,veterans,1,3,0,0.0,0.0,inf,0.0
taboo,taboo,2,4,0,0.0,0.0,inf,0.0
post,post,1,1,0,0.0,0.0,inf,0.0
tactica,tactica,1,1,0,0.0,0.0,inf,0.0
ride,ride,1,1,0,0.0,0.0,inf,0.0
tadow,tadow,1,1,0,0.0,0.0,inf,0.0
tadowstore,tadowstore,1,3,0,0.0,0.0,inf,0.0
taras,taras,1,3,0,0.0,0.0,inf,0.0
bulba,bulba,1,3,0,0.0,0.0,inf,0.0
tarot,tarot,1,7,0,0.0,0.0,inf,0.0
teamsesh,teamsesh,1,10,0,0.0,0.0,inf,0.0
teamv,teamv,1,1,0,0.0,0.0,inf,0.0
tearz,tearz,1,4,0,0.0,0.0,inf,0.0
era,era,1,4,0,0.0,0.0,inf,0.0
teivaz,teivaz,3,50,0,0.0,0.0,inf,0.0
teiwaz,teiwaz,1,11,0,0.0,0.0,inf,0.0
teos,teos,1,1,0,0.0,0.0,inf,0.0
incognita,incognita,1,2,0,0.0,0.0,inf,0.0
terra,terra,1,2,0,0.0,0.0,inf,0.0
teveo,teveo,1,1,0,0.0,0.0,inf,0.0
bucks,bucks,1,1,0,0.0,0.0,inf,0.0
cure,cure,1,1,0,0.0,0.0,inf,0.0
neighbourhood,neighbourhood,1,1,0,0.0,0.0,inf,0.0
face,face,5,5,0,0.0,0.0,inf,0.0
свитшот,свитшот,28,65,0,0.0,0.0,inf,0.0
themadness,themadness,1,1,0,0.0,0.0,inf,0.0
commreconco,commreconco,1,1,0,0.0,0.0,inf,0.0
steinar,steinar,2,4,0,0.0,0.0,inf,0.0
thor,thor,2,4,0,0.0,0.0,inf,0.0
thornhill,thornhill,1,2,0,0.0,0.0,inf,0.0
thrasher,thrasher,3,5,0,0.0,0.0,inf,0.0
tives,tives,1,2,0,0.0,0.0,inf,0.0
byme,byme,1,1,0,0.0,0.0,inf,0.0
tnf,tnf,3,9,0,0.0,0.0,inf,0.0
tomb,tomb,1,1,0,0.0,0.0,inf,0.0
mold,mold,1,1,0,0.0,0.0,inf,0.0
tourwear,tourwear,1,1,0,0.0,0.0,inf,0.0
introvert,introvert,1,1,0,0.0,0.0,inf,0.0
toxic,toxic,3,3,0,0.0,0.0,inf,0.0
troublemaker,troublemaker,1,4,0,0.0,0.0,inf,0.0
tur,tur,4,49,0,0.0,0.0,inf,0.0
turbat,turbat,1,1,0,0.0,0.0,inf,0.0
turwear,turwear,2,37,0,0.0,0.0,inf,0.0
turwer,turwer,1,1,0,0.0,0.0,inf,0.0
twenty,twenty,1,1,0,0.0,0.0,inf,0.0
twilight,twilight,1,2,0,0.0,0.0,inf,0.0
hammer,hammer,1,2,0,0.0,0.0,inf,0.0
twisted,twisted,1,5,0,0.0,0.0,inf,0.0
sister,sister,1,5,0,0.0,0.0,inf,0.0
two,two,1,1,0,0.0,0.0,inf,0.0
moms,moms,1,1,0,0.0,0.0,inf,0.0
twocomms,twocomms,1,7,0,0.0,0.0,inf,0.0
tyutyun,tyutyun,1,1,0,0.0,0.0,inf,0.0
uactive,uactive,1,1,0,0.0,0.0,inf,0.0
uamade,uamade,1,1,0,0.0,0.0,inf,0.0
uanimals,uanimals,1,1,0,0.0,0.0,inf,0.0
uarm,uarm,1,1,0,0.0,0.0,inf,0.0
ubears,ubears,1,2,0,0.0,0.0,inf,0.0
uglycool,uglycool,1,4,0,0.0,0.0,inf,0.0
online,online,1,1,0,0.0,0.0,inf,0.0
ukrainer,ukrainer,1,1,0,0.0,0.0,inf,0.0
ukrainian,ukrainian,2,9,0,0.0,0.0,inf,0.0
brands,brands,1,8,0,0.0,0.0,inf,0.0
ulika,ulika,1,3,0,0.0,0.0,inf,0.0
unknwn,unknwn,1,3,0,0.0,0.0,inf,0.0
uncle,uncle,1,1,0,0.0,0.0,inf,0.0
windbreaker,windbreaker,1,1,0,0.0,0.0,inf,0.0
under,under,3,4,0,0.0,0.0,inf,0.0
rival,rival,1,1,0,0.0,0.0,inf,0.0
woven,woven,2,3,0,0.0,0.0,inf,0.0
armour,armour,3,4,0,0.0,0.0,inf,0.0
undercover,undercover,2,2,0,0.0,0.0,inf,0.0
underground,underground,1,2,0,0.0,0.0,inf,0.0
undersoul,undersoul,1,1,0,0.0,0.0,inf,0.0
union,union,1,1,0,0.0,0.0,inf,0.0
unionkingdom,unionkingdom,1,1,0,0.0,0.0,inf,0.0
uniqlo,uniqlo,8,13,0,0.0,0.0,inf,0.0
pile,pile,1,1,0,0.0,0.0,inf,0.0
full,full,1,1,0,0.0,0.0,inf,0.0
lined,lined,2,2,0,0.0,0.0,inf,0.0
united24,united24,1,1,0,0.0,0.0,inf,0.0
unmere,unmere,1,2,0,0.0,0.0,inf,0.0
untouch,untouch,1,1,0,0.0,0.0,inf,0.0
unwety,unwety,1,1,0,0.0,0.0,inf,0.0
upa,upa,1,5,0,0.0,0.0,inf,0.0
urbanplanet,urbanplanet,1,1,0,0.0,0.0,inf,0.0
urboo,urboo,1,1,0,0.0,0.0,inf,0.0
usual,usual,3,5,0,0.0,0.0,inf,0.0
clth,clth,1,3,0,0.0,0.0,inf,0.0
utopia,utopia,2,3,0,0.0,0.0,inf,0.0
valhalla,valhalla,1,3,0,0.0,0.0,inf,0.0
vampier,vampier,1,3,0,0.0,0.0,inf,0.0
баба,баб,19,83,0,0.0,0.0,inf,0.0
яга,яг,18,82,0,0.0,0.0,inf,0.0
varingr,varingr,1,5,0,0.0,0.0,inf,0.0
velmet,velmet,2,6,0,0.0,0.0,inf,0.0
veraf,veraf,1,4,0,0.0,0.0,inf,0.0
veronika,veronika,1,1,0,0.0,0.0,inf,0.0
vetements,vetements,4,5,0,0.0,0.0,inf,0.0
скандал,сканда,1,1,0,0.0,0.0,inf,0.0
vogni,vogni,1,1,0,0.0,0.0,inf,0.0
vsi,vsi,1,4,0,0.0,0.0,inf,0.0
svoi,svoi,1,4,0,0.0,0.0,inf,0.0
vsisvoi,vsisvoi,1,1,0,0.0,0.0,inf,0.0
vyriy,vyriy,1,1,0,0.0,0.0,inf,0.0
waikiki,waikiki,1,6,0,0.0,0.0,inf,0.0
cadaver,cadaver,1,1,0,0.0,0.0,inf,0.0
waking,waking,1,1,0,0.0,0.0,inf,0.0
wanderlust,wanderlust,1,1,0,0.0,0.0,inf,0.0
wanted,wanted,1,1,0,0.0,0.0,inf,0.0
warboy,warboy,1,1,0,0.0,0.0,inf,0.0
wargrief,wargrief,1,5,0,0.0,0.0,inf,0.0
40000,40000,1,1,0,0.0,0.0,inf,0.0
warhammer,warhammer,3,3,0,0.0,0.0,inf,0.0
warlord,warlord,1,2,0,0.0,0.0,inf,0.0
warrior,warrior,6,12,0,0.0,0.0,inf,0.0
washed,washed,1,1,0,0.0,0.0,inf,0.0
waykiki,waykiki,1,1,0,0.0,0.0,inf,0.0
web,web,1,2,0,0.0,0.0,inf,0.0
offender,offender,3,4,0,0.0,0.0,inf,0.0
weekend,weekend,4,5,0,0.0,0.0,inf,0.0
afr,afr,1,1,0,0.0,0.0,inf,0.0
welcome,welcome,2,5,0,0.0,0.0,inf,0.0
she,she,1,1,0,0.0,0.0,inf,0.0
sleeps,sleeps,1,1,0,0.0,0.0,inf,0.0
while,while,1,1,0,0.0,0.0,inf,0.0
rex,rex,2,11,0,0.0,0.0,inf,0.0
whitelion,whitelion,1,1,0,0.0,0.0,inf,0.0
track,track,1,1,0,0.0,0.0,inf,0.0
wiking,wiking,1,7,0,0.0,0.0,inf,0.0
liberty,liberty,1,1,0,0.0,0.0,inf,0.0
wings,wings,1,1,0,0.0,0.0,inf,0.0
pooh,pooh,1,1,0,0.0,0.0,inf,0.0
winnie,winnie,1,1,0,0.0,0.0,inf,0.0
wonder,wonder,1,1,0,0.0,0.0,inf,0.0
war,war,1,2,0,0.0,0.0,inf,0.0
ww2,ww2,1,1,0,0.0,0.0,inf,0.0
www,www,1,1,0,0.0,0.0,inf,0.0
zerofoxtrot,zerofoxtrot,1,1,0,0.0,0.0,inf,0.0
031,031,1,1,0,0.0,0.0,inf,0.0
xh7611,xh7611,1,1,0,0.0,0.0,inf,0.0
xhey,xhey,1,1,0,0.0,0.0,inf,0.0
xtreme,xtreme,1,1,0,0.0,0.0,inf,0.0
xxl,xxl,5,8,0,0.0,0.0,inf,0.0
yakakula,yakakula,1,3,0,0.0,0.0,inf,0.0
ynel,ynel,1,3,0,0.0,0.0,inf,0.0
young,young,1,8,0,0.0,0.0,inf,0.0
thug,thug,1,8,0,0.0,0.0,inf,0.0
youngla,youngla,2,3,0,0.0,0.0,inf,0.0
yourway,yourway,1,1,0,0.0,0.0,inf,0.0
zaboy,zaboy,4,8,0,0.0,0.0,inf,0.0
ukr,ukr,1,2,0,0.0,0.0,inf,0.0
zakolot,zakolot,1,23,0,0.0,0.0,inf,0.0
zara,zara,12,18,0,0.0,0.0,inf,0.0
zen,zen,1,1,0,0.0,0.0,inf,0.0
opium,opium,1,2,0,0.0,0.0,inf,0.0
zipper,zipper,1,1,0,0.0,0.0,inf,0.0
zwyntar,zwyntar,1,30,0,0.0,0.0,inf,0.0
аберкромби,аберкромб,1,3,0,0.0,0.0,inf,0.0
абрамс,абрамс,4,13,0,0.0,0.0,inf,0.0
монтень,монтен,1,3,0,0.0,0.0,inf,0.0
авеню,авен,1,3,0,0.0,0.0,inf,0.0
авиация,авиац,3,18,0,0.0,0.0,inf,0.0
галичини,галичин,23,111,0,0.0,0.0,inf,0.0
киев,ки,18,39,0,0.0,0.0,inf,0.0
авиація,авиаці,1,1,0,0.0,0.0,inf,0.0
авто,авт,6,11,0,0.0,0.0,inf,0.0
авіація,авіаці,12,79,0,0.0,0.0,inf,0.0
плакати,плакат,7,27,0,0.0,0.0,inf,0.0
агітаційні,агітаційні,1,1,0,0.0,0.0,inf,0.0
адидас,адидас,9,13,0,0.0,0.0,inf,0.0
років,років,6,17,0,0.0,0.0,inf,0.0
ван,ван,2,2,0,0.0,0.0,inf,0.0
любов,люб,5,6,0,0.0,0.0,inf,0.0
азовсталь,азовстал,2,5,0,0.0,0.0,inf,0.0
шарк,шарк,1,2,0,0.0,0.0,inf,0.0
акула,акул,6,11,0,0.0,0.0,inf,0.0
бэби,бэб,1,2,0,0.0,0.0,inf,0.0
анархия,анарх,2,2,0,0.0,0.0,inf,0.0
анатомія,анатомі,1,1,0,0.0,0.0,inf,0.0
андеграунд,андеграунд,1,1,0,0.0,0.0,inf,0.0
андерграунд,андерграунд,1,2,0,0.0,0.0,inf,0.0
анти,ант,1,1,0,0.0,0.0,inf,0.0
сошиал,сошиа,1,1,0,0.0,0.0,inf,0.0
клаб,клаб,6,206,0,0.0,0.0,inf,0.0
антисоциал,антисоциа,1,1,0,0.0,0.0,inf,0.0
про,про,4,7,0,0.0,0.0,inf,0.0
антисошиал,антисошиа,1,2,0,0.0,0.0,inf,0.0
анімалізм,анімалізм,2,6,0,0.0,0.0,inf,0.0
аніруш,аніруш,1,9,0,0.0,0.0,inf,0.0
апатія,апаті,1,1,0,0.0,0.0,inf,0.0
сорочки,сорочк,7,10,0,0.0,0.0,inf,0.0
апачі,апачі,2,2,0,0.0,0.0,inf,0.0
арапор,арапор,1,23,0,0.0,0.0,inf,0.0
армія,армі,1,1,0,0.0,0.0,inf,0.0
мова,мов,1,1,0,0.0,0.0,inf,0.0
віра,віра,1,1,0,0.0,0.0,inf,0.0
арта,арт,3,20,0,0.0,0.0,inf,0.0
шеврон,шеврон,33,83,0,0.0,0.0,inf,0.0
артан,арта,2,8,0,0.0,0.0,inf,0.0
атрибуты,атрибут,1,1,0,0.0,0.0,inf,0.0
ауе,ау,2,2,0,0.0,0.0,inf,0.0
баста,баст,1,1,0,0.0,0.0,inf,0.0
аутизм,аутизм,1,1,0,0.0,0.0,inf,0.0
ахуєно,ахуєн,1,2,0,0.0,0.0,inf,0.0
ахілес,ахілес,1,3,0,0.0,0.0,inf,0.0
ахіллес,ахіллес,2,4,0,0.0,0.0,inf,0.0
ступе,ступ,1,1,0,0.0,0.0,inf,0.0
игрушка,игрушк,1,2,0,0.0,0.0,inf,0.0
настоящая,настоя,1,1,0,0.0,0.0,inf,0.0
іграшка,іграшк,2,4,0,0.0,0.0,inf,0.0
бабай,баба,1,7,0,0.0,0.0,inf,0.0
бабаяга,бабаяг,1,1,0,0.0,0.0,inf,0.0
бавна,бавн,1,1,0,0.0,0.0,inf,0.0
баггі,баггі,15,53,0,0.0,0.0,inf,0.0
багі,багі,1,1,0,0.0,0.0,inf,0.0
базова,базов,6,6,0,0.0,0.0,inf,0.0
базука,базук,1,1,0,0.0,0.0,inf,0.0
байкерская,байкерск,2,7,0,0.0,0.0,inf,0.0
байкерська,байкерськ,1,1,0,0.0,0.0,inf,0.0
байковые,байков,1,2,0,0.0,0.0,inf,0.0
балабола,балабол,1,1,0,0.0,0.0,inf,0.0
балак,балак,1,2,0,0.0,0.0,inf,0.0
бамбас,бамбас,5,27,0,0.0,0.0,inf,0.0
бандера,бандер,4,14,0,0.0,0.0,inf,0.0
батник,батник,2,4,0,0.0,0.0,inf,0.0
батюшка,батюшк,1,1,0,0.0,0.0,inf,0.0
беггі,беггі,3,5,0,0.0,0.0,inf,0.0
беги,бег,5,8,0,0.0,0.0,inf,0.0
бегі,бегі,2,4,0,0.0,0.0,inf,0.0
бед,бед,3,5,0,0.0,0.0,inf,0.0
бой,бо,6,9,0,0.0,0.0,inf,0.0
компани,компан,25,214,0,0.0,0.0,inf,0.0
безет,безет,1,5,0,0.0,0.0,inf,0.0
беня,бен,4,18,0,0.0,0.0,inf,0.0
зубрик,зубрик,4,17,0,0.0,0.0,inf,0.0
зубрік,зубрік,1,2,0,0.0,0.0,inf,0.0
бершка,бершк,11,15,0,0.0,0.0,inf,0.0
босс,босс,1,1,0,0.0,0.0,inf,0.0
биг,биг,2,2,0,0.0,0.0,inf,0.0
сэм,сэм,1,1,0,0.0,0.0,inf,0.0
блакитне,блакитн,2,4,0,0.0,0.0,inf,0.0
блатосфера,блатосфер,3,3,0,0.0,0.0,inf,0.0
блокнот,блокнот,1,1,0,0.0,0.0,inf,0.0
блэк,блэк,2,3,0,0.0,0.0,inf,0.0
метал,мета,8,14,0,0.0,0.0,inf,0.0
бобка,бобк,1,1,0,0.0,0.0,inf,0.0
интернет,интернет,3,3,0,0.0,0.0,inf,0.0
богатырь,богатыр,2,2,0,0.0,0.0,inf,0.0
богема,богем,2,15,0,0.0,0.0,inf,0.0
ленинград,ленинград,1,8,0,0.0,0.0,inf,0.0
боженька,боженьк,1,1,0,0.0,0.0,inf,0.0
бойовий,бойов,4,36,0,0.0,0.0,inf,0.0
черепом,череп,18,61,0,0.0,0.0,inf,0.0
бомбер,бомбер,1,1,0,0.0,0.0,inf,0.0
бордовая,бордов,3,3,0,0.0,0.0,inf,0.0
боріва,борів,1,1,0,0.0,0.0,inf,0.0
братство,братств,2,8,0,0.0,0.0,inf,0.0
брелок,брелок,1,2,0,0.0,0.0,inf,0.0
кусака,кусак,1,2,0,0.0,0.0,inf,0.0
амосова,амосов,1,1,0,0.0,0.0,inf,0.0
ярослава,ярослав,1,1,0,0.0,0.0,inf,0.0
брендовые,брендов,7,27,0,0.0,0.0,inf,0.0
брендові,брендові,8,22,0,0.0,0.0,inf,0.0
бруталмен,бруталм,1,8,0,0.0,0.0,inf,0.0
банани,банан,2,3,0,0.0,0.0,inf,0.0
великих,велик,21,45,0,0.0,0.0,inf,0.0
розмірів,розмірів,18,37,0,0.0,0.0,inf,0.0
джогери,джогер,29,60,0,0.0,0.0,inf,0.0
палаццо,палацц,7,7,0,0.0,0.0,inf,0.0
рашгард,рашгард,2,3,0,0.0,0.0,inf,0.0
був,був,3,6,0,0.0,0.0,inf,0.0
300,300,3,6,0,0.0,0.0,inf,0.0
буду,буд,5,25,0,0.0,0.0,inf,0.0
булава,булав,1,3,0,0.0,0.0,inf,0.0
бумбокс,бумбокс,4,8,0,0.0,0.0,inf,0.0
бунтар,бунтар,1,1,0,0.0,0.0,inf,0.0
добру,добр,3,5,0,0.0,0.0,inf,0.0
бути,бут,2,4,0,0.0,0.0,inf,0.0
бэгги,бэгг,2,2,0,0.0,0.0,inf,0.0
бос,бос,1,1,0,0.0,0.0,inf,0.0
біг,біг,1,1,0,0.0,0.0,inf,0.0
бігус,бігус,1,3,0,0.0,0.0,inf,0.0
бізет,бізет,1,1,0,0.0,0.0,inf,0.0
вайкики,вайкик,1,1,0,0.0,0.0,inf,0.0
вайт,вайт,4,8,0,0.0,0.0,inf,0.0
вальхейм,вальхейм,1,1,0,0.0,0.0,inf,0.0
варена,вар,1,1,0,0.0,0.0,inf,0.0
вархаммер,вархаммер,1,2,0,0.0,0.0,inf,0.0
велиет,велиет,1,1,0,0.0,0.0,inf,0.0
велмет,велмет,1,1,0,0.0,0.0,inf,0.0
вельветовые,вельветов,1,1,0,0.0,0.0,inf,0.0
вельветові,вельветові,2,2,0,0.0,0.0,inf,0.0
велюровые,велюров,1,1,0,0.0,0.0,inf,0.0
велюрові,велюрові,1,2,0,0.0,0.0,inf,0.0
версаче,версач,1,1,0,0.0,0.0,inf,0.0
вертикальний,вертикальн,2,13,0,0.0,0.0,inf,0.0
ветмо,ветм,1,3,0,0.0,0.0,inf,0.0
ветровка,ветровк,1,1,0,0.0,0.0,inf,0.0
вещи,вещ,5,5,0,0.0,0.0,inf,0.0
виварене,виварен,1,1,0,0.0,0.0,inf,0.0
