Campaign,Placement,Display_name,Target_url,Impressions
dspl / ca,1-6630378520,"Mobile App: Annoying Uncle Punch Game (iTunes App Store), by Zain UI Abideen",https://itunes.apple.com/us/app/id6630378520,18
search / all injuries / s& n / lp - tilda,wiseinmind.com/search,wiseinmind.com/search,wiseinmind.com/search,18
dspl / ca,1-6740383289,"Mobile App: Pyramid Mahjong:Match Tile (iTunes App Store), by UniRise Digital Limited",https://itunes.apple.com/us/app/id6740383289,18
dspl / ca,2-linkdesks.tile.match.fun,"Mobile App: Tile Match: Triple Puzzle Game (Google Play), by LinkDesks Daily Puzzle",https://play.google.com/store/apps/details?id=linkdesks.tile.match.fun,18
dspl / ca,1-1191642382,"Mobile App: TVBAnywhere North America (EN) (iTunes App Store), by TVB (USA) Inc.",https://itunes.apple.com/us/app/id1191642382,18
dspl / ca,1-934792851,"Mobile App: Landlords Mania (iTunes App Store), by Hangzhou Moxing Technology Co., Ltd.",https://itunes.apple.com/us/app/id934792851,18
dspl / ca,1-1547762178,"Mobile App: BlockPuz - Block Puzzles Crush (iTunes App Store), by LI SAIHUA",https://itunes.apple.com/us/app/id1547762178,18
dspl / ca,1-1564143097,"Mobile App: Spider Solitaire Deluxe® 2 (iTunes App Store), by Murka Contracting Limited",https://itunes.apple.com/us/app/id1564143097,18
pmax / ca,2-com.handmark.expressweather,"Mobile App: 1Weather: Forecast & Radar (Google Play), by OneLouder Apps",https://play.google.com/store/apps/details?id=com.handmark.expressweather,18
dspl / ca,1-6743738094,"Mobile App: My Sticker Room - Decor Game (iTunes App Store), by SayGames LTD",https://itunes.apple.com/us/app/id6743738094,18
dspl / ca,1-889571826,"Mobile App: Smart Metronome & Tuner (iTunes App Store), by Ihara Products Co., Ltd.",https://itunes.apple.com/us/app/id889571826,18
dspl / ca,1-6468921495,"Mobile App: Vita Mahjong (iTunes App Store), by VITA STUDIO PTE. LTD.",https://itunes.apple.com/us/app/id6468921495,18
dspl / ca,1-6737214802,"Mobile App: Mini Games: Calm & Chill (iTunes App Store), by CTC TECHNOLOGY LIMITED",https://itunes.apple.com/us/app/id6737214802,18
dspl / ca,1-1494864196,"Mobile App: Block Puzzle-Wood Sudoku Game (iTunes App Store), by OAKEVER GAMES PTE. LTD.",https://itunes.apple.com/us/app/id1494864196,18
dspl / ca,1-6472233094,"Mobile App: Puzzlit - Puzzles Made Social (iTunes App Store), by PuzzLit LLC",https://itunes.apple.com/us/app/id6472233094,18
dspl / ca,1-6755216191,"Mobile App: Color Maze - Puzzle Game (iTunes App Store), by Beijing Youyoutang Technology Co.,ltd.",https://itunes.apple.com/us/app/id6755216191,18
dspl / ca,1-6740477802,"Mobile App: Tile Voyage: Match Puzzle (iTunes App Store), by UniRise Digital Limited",https://itunes.apple.com/us/app/id6740477802,18
dspl / ca,1-1190439381,"Mobile App: Wooden 100 Block Puzzle Game (iTunes App Store), by LIHUHU PTE. LTD.",https://itunes.apple.com/us/app/id1190439381,17
dspl / ca,1-1639646894,"Mobile App: TimeWarp – Time Warp Scan (iTunes App Store), by BRALY COMPANY LIMITED",https://itunes.apple.com/us/app/id1639646894,17
dspl / ca,1-1503128132,"Mobile App: GoodNovel - Booktok, Stories (iTunes App Store), by SINGAPORE NEW READING TECHNOLOGY PTE. LTD.",https://itunes.apple.com/us/app/id1503128132,17
dspl / ca,1-933135994,"Mobile App: Akinator (iTunes App Store), by Elokence.com",https://itunes.apple.com/us/app/id933135994,17
dspl / ca,1-357218860,"Mobile App: Kik Messaging & Chat App (iTunes App Store), by Ai Medialab Inc",https://itunes.apple.com/us/app/id357218860,17
dspl / ca,1-1596254632,"Mobile App: Dark Color: Paint by Number (iTunes App Store), by POMELO TECH (HK) HOLDINGS CO., LIMITED",https://itunes.apple.com/us/app/id1596254632,17
dspl / ca,1-1618185567,"Mobile App: Idiom Solitaire - 成語猜猜 (iTunes App Store), by Aged Studio Limited",https://itunes.apple.com/us/app/id1618185567,17
dspl / ca,2-com.uc.minigame.relax,"Mobile App: Mini Games: Calm & Relax (Google Play), by Unicorn Studio Official",https://play.google.com/store/apps/details?id=com.uc.minigame.relax,17
dspl / ca,1-1139609950,"Mobile App: Ballz (iTunes App Store), by Ketchapp",https://itunes.apple.com/us/app/id1139609950,17
dspl / ca,1-1078160821,"Mobile App: Block Puzzle Woody Origin (iTunes App Store), by Athena FZE",https://itunes.apple.com/us/app/id1078160821,17
dspl / ca,1-6757208488,"Mobile App: House Jigsaw Puzzles Game (iTunes App Store), by Joystar Media Limited",https://itunes.apple.com/us/app/id6757208488,17
dspl / ca,2-com.fbg.traffic,"Mobile App: Traffic Master - Jam Buster (Google Play), by Words Mobile",https://play.google.com/store/apps/details?id=com.fbg.traffic,17
dspl / ca,1-1660583025,"Mobile App: Build A Queen (iTunes App Store), by SUPERSONIC STUDIOS LTD",https://itunes.apple.com/us/app/id1660583025,17
dspl / ca,1-1587319072,"Mobile App: Block Puzzle Gem (iTunes App Store), by Shanghai Freemind Software Co., Ltd.",https://itunes.apple.com/us/app/id1587319072,17
dspl / ca,1-6738948332,"Mobile App: Skincare Time: Makeover ASMR (iTunes App Store), by DO VAN HUY",https://itunes.apple.com/us/app/id6738948332,16
dspl / ca,1-6689494714,"Mobile App: Bird Sort 2 Color Puzzle Game (iTunes App Store), by FALCON GAMES PTE. LTD.",https://itunes.apple.com/us/app/id6689494714,16
dspl / ca,2-com.gsr.wordcross,"Mobile App: Crossword Quest (Google Play), by Words Mobile",https://play.google.com/store/apps/details?id=com.gsr.wordcross,16
dspl / ca,1-1609369954,"Mobile App: KineMaster - Video Editor (iTunes App Store), by KineMaster Corporation",https://itunes.apple.com/us/app/id1609369954,16
dspl / ca,1-6762498428,"Mobile App: Loot and Grab: Enter Brainjot (iTunes App Store), by Quang Bui",https://itunes.apple.com/us/app/id6762498428,16
dspl / ca,2-com.h.zoo.prank,"Mobile App: Zoo Prank: Crazy Animals (Google Play), by Unicorn Studio Official",https://play.google.com/store/apps/details?id=com.h.zoo.prank,16
dspl / ca,1-1024928081,"Mobile App: Word Search: Unlimited Puzzles (iTunes App Store), by Emmanuel Mathis",https://itunes.apple.com/us/app/id1024928081,16
dspl / ca,1-1440923431,"Mobile App: 臺灣麻將16張 (iTunes App Store), by Sugarcane Network Technology Co., Ltd.",https://itunes.apple.com/us/app/id1440923431,16
dspl / ca,2-com.cookingo.perfect.meal,"Mobile App: Cookingo: Perfect Meal (Google Play), by DIGO Lab",https://play.google.com/store/apps/details?id=com.cookingo.perfect.meal,16
dspl / ca,1-1495723103,"Mobile App: Solar Smash (iTunes App Store), by PARADYME LIMITED",https://itunes.apple.com/us/app/id1495723103,16
dspl / ca,1-473550276,"Mobile App: Spider Solitaire (iTunes App Store), by Chronological Ltd",https://itunes.apple.com/us/app/id473550276,16
dspl / ca,1-6768223461,"Mobile App: Storyca (iTunes App Store), by HONGKONG COLLECT VISION LIMITED",https://itunes.apple.com/us/app/id6768223461,16
dspl / ca,1-500962489,"Mobile App: Spider ▻ Solitaire (iTunes App Store), by PeopleFun CG, LLC",https://itunes.apple.com/us/app/id500962489,16
dspl / ca,1-1159360534,"Mobile App: Bubble Shooter Classic Puzzle (iTunes App Store), by 德建 刘",https://itunes.apple.com/us/app/id1159360534,16
dspl / ca,1-6451237392,"Mobile App: Color Aura: Paint by Number (iTunes App Store), by OAKEVER GAMES PTE. LTD.",https://itunes.apple.com/us/app/id6451237392,16
dspl / ca,2-at.ner.SolitaireKlondike,"Mobile App: Solitaire - Classic Card Games (Google Play), by nerByte GmbH",https://play.google.com/store/apps/details?id=at.ner.SolitaireKlondike,16
dspl / ca,1-6479394113,"Mobile App: Otium Word: Relax Puzzle Game (iTunes App Store), by Palmax Group Limited",https://itunes.apple.com/us/app/id6479394113,16
search / all injuries / s& n / lp - tilda,search.savvyvita.com/serp,search.savvyvita.com/serp,search.savvyvita.com/serp,15
dspl / ca,1-6756168327,"Mobile App: Boom Chip Challenge: 2 Player (iTunes App Store), by KHIZER RAZA",https://itunes.apple.com/us/app/id6756168327,15
dspl / ca,2-color.number.paint.pixle.art.sort.jigsaw,"Mobile App: Jewel Coloring (Google Play), by TaTa Game Technology Limited",https://play.google.com/store/apps/details?id=color.number.paint.pixle.art.sort.jigsaw,15
search / all injuries,www.redesigndaily.com/dcg/search,www.redesigndaily.com/dcg/search,www.redesigndaily.com/dcg/search,15
dspl / ca,1-1486214495,"Mobile App: Brain Test: Tricky Puzzles (iTunes App Store), by UNICO STUDIO LLC",https://itunes.apple.com/us/app/id1486214495,15
dspl / ca,1-6744055140,"Mobile App: Fantasy Jigsaw (iTunes App Store), by GREYFUN GAME LIMITED",https://itunes.apple.com/us/app/id6744055140,15
pmax / ca,infonowplus.com/afs,infonowplus.com/afs,infonowplus.com/afs,15
dspl / ca,1-527176002,"Mobile App: Word Jewels® (iTunes App Store), by Boy Howdy Technology LLC",https://itunes.apple.com/us/app/id527176002,15
dspl / ca,1-1543845882,"Mobile App: Bridge Race (iTunes App Store), by SUPERSONIC STUDIOS LTD",https://itunes.apple.com/us/app/id1543845882,15
dspl / ca,1-1357131935,"Mobile App: Hearts - Card Game Classic (iTunes App Store), by FIOGONIA LIMITED",https://itunes.apple.com/us/app/id1357131935,15
dspl / ca,2-com.tgmedia.wordrelax,"Mobile App: Word Relax: Word Puzzle Games (Google Play), by MASTERMIND WORD GAMES",https://play.google.com/store/apps/details?id=com.tgmedia.wordrelax,15
dspl / ca,1-6730118370,"Mobile App: Ball Sort : Color Sort Game (iTunes App Store), by FLYFOX PTE. LTD.",https://itunes.apple.com/us/app/id6730118370,15
search / all injuries,searchjobsplus.com/afs,searchjobsplus.com/afs,searchjobsplus.com/afs,15
dspl / ca,1-1454538656,"Mobile App: Solitaire by Staple Games (iTunes App Store), by Staple Games, LLC",https://itunes.apple.com/us/app/id1454538656,15
dspl / ca,1-6748057256,"Mobile App: Jigsaw Puzzles Game HD JoyStar (iTunes App Store), by Joystar Media Limited",https://itunes.apple.com/us/app/id6748057256,15
dspl / ca,1-421978997,"Mobile App: NBTD FreeCell Lite (iTunes App Store), by NBTD Productions",https://itunes.apple.com/us/app/id421978997,15
dspl / ca,1-1469342474,"Mobile App: Dicedom - Merge Puzzle (iTunes App Store), by 松 郑",https://itunes.apple.com/us/app/id1469342474,15
dspl / ca,1-387865782,"Mobile App: Lexulous Word Game Lite (iTunes App Store), by RJS Tech Solutions LLP",https://itunes.apple.com/us/app/id387865782,15
dspl / ca,2-com.explodecraft.blockblasttnt,"Mobile App: Block Blast TNT (Google Play), by GreenPixel Games",https://play.google.com/store/apps/details?id=com.explodecraft.blockblasttnt,15
dspl / ca,1-1487585438,"Mobile App: Word Serenity: Fun Brain Game (iTunes App Store), by HI STUDIO LIMITED",https://itunes.apple.com/us/app/id1487585438,15
dspl / ca,2-com.metax.climb.jump.tower.obby.challenge,"Mobile App: Climb & Jump: Obby 3D Tower (Google Play), by Metagame.Ltd",https://play.google.com/store/apps/details?id=com.metax.climb.jump.tower.obby.challenge,15
dspl / ca,1-1166981451,"Mobile App: Solitaire - Patience Game (iTunes App Store), by ReachJunction Media Limited",https://itunes.apple.com/us/app/id1166981451,14
dspl / ca,2-com.d20d.sport.car.diving.crazy.in.the.city,"Mobile App: Car Driving: Drag Racing 3D (Google Play), by Universe Game Labs",https://play.google.com/store/apps/details?id=com.d20d.sport.car.diving.crazy.in.the.city,14
dspl / ca,1-6741509379,"Mobile App: Shuriken Cut: Split (iTunes App Store), by KAYAC Inc.",https://itunes.apple.com/us/app/id6741509379,14
dspl / ca,1-1583884012,"Mobile App: Swipewipe: Fotoğraf Temizleme (iTunes App Store), by MWM",https://itunes.apple.com/us/app/id1583884012,14
search / all injuries / geo - la specific,gkinmarathi.in/wp-code,gkinmarathi.in/wp-code,gkinmarathi.in/wp-code,14
dspl / ca,1-6755186586,"Mobile App: Worditaire: Word Solitaire (iTunes App Store), by SPEEDGO TECHNOLOGY CO., LIMITED",https://itunes.apple.com/us/app/id6755186586,14
dspl / ca,1-6754964161,"Mobile App: Classic Jigsaw - HD Puzzle (iTunes App Store), by GREYFUN GAME LIMITED",https://itunes.apple.com/us/app/id6754964161,14
dspl / ca,1-486645049,"Mobile App: Calculator‰ (iTunes App Store), by Tim O's Studios, LLC",https://itunes.apple.com/us/app/id486645049,14
dspl / ca,1-6742278442,"Mobile App: Ball Sort - Color Sort Puzzles (iTunes App Store), by Doodle Mobile Limited",https://itunes.apple.com/us/app/id6742278442,14
dspl / ca,2-com.u1.prank.school.monkey,"Mobile App: Monkey Student: School Prank (Google Play), by Unicorn Studio Official",https://play.google.com/store/apps/details?id=com.u1.prank.school.monkey,14
dspl / ca,1-6755670637,"Mobile App: Jigsort®: Solitaire (iTunes App Store), by 静 杜",https://itunes.apple.com/us/app/id6755670637,14
dspl / ca,1-6462018010,"Mobile App: Banana Cat: Hide and Seek (iTunes App Store), by THAO NGUYEN THI",https://itunes.apple.com/us/app/id6462018010,14
dspl / ca,1-1315531311,"Mobile App: Puzzle Game Blast (iTunes App Store), by 大鹏 孙",https://itunes.apple.com/us/app/id1315531311,14
dspl / ca,1-6761477956,"Mobile App: Path Flow - Maze Puzzle (iTunes App Store), by GlimmerJoy Limited",https://itunes.apple.com/us/app/id6761477956,14
search / car accident / ca - google search + network,cureequip.com/search,cureequip.com/search,cureequip.com/search,14
dspl / ca,1-6748971650,"Mobile App: Traffic Master - Jam Buster (iTunes App Store), by Doodle Mobile Limited",https://itunes.apple.com/us/app/id6748971650,14
dspl / ca,2-com.vitastudio.solitaire,"Mobile App: Vita Solitaire for Seniors (Google Play), by Vita Studio.",https://play.google.com/store/apps/details?id=com.vitastudio.solitaire,14
dspl / ca,1-6670187846,"Mobile App: Ball Sort - Color Sort Puzzle! (iTunes App Store), by WONDERFUL ENTERTAINMENT CO., LTD.",https://itunes.apple.com/us/app/id6670187846,14
dspl / ca,1-1586816456,"Mobile App: Bike Life! (iTunes App Store), by TapNation",https://itunes.apple.com/us/app/id1586816456,14
dspl / ca,2-com.find.spot.hidden.seek.object,"Mobile App: Find N Spot - Hidden Object (Google Play), by TerranDroid",https://play.google.com/store/apps/details?id=com.find.spot.hidden.seek.object,14
dspl / ca,1-1132762804,"Mobile App: NewsBreak: Local News & Alerts (iTunes App Store), by Particle Media Inc.",https://itunes.apple.com/us/app/id1132762804,13
dspl / ca,1-1579072162,"Mobile App: Race Master 3D: Car Racing (iTunes App Store), by BERESNEV s.r.o.",https://itunes.apple.com/us/app/id1579072162,13
dspl / ca,1-359917414,"Mobile App: Solitaire (iTunes App Store), by MobilityWare",https://itunes.apple.com/us/app/id359917414,13
dspl / ca,1-1191831883,"Mobile App: Block Puzzle: Puzzle Games (iTunes App Store), by Pengbo LI",https://itunes.apple.com/us/app/id1191831883,13
dspl / ca,2-in.playsimple.tripcross,"Mobile App: Crossword Jam (Google Play), by PlaySimple Games",https://play.google.com/store/apps/details?id=in.playsimple.tripcross,13
dspl / ca,1-6751319615,"Mobile App: Block Flower: Wood Puzzle (iTunes App Store), by SIXTY BUCKS LIMITED",https://itunes.apple.com/us/app/id6751319615,13
dspl / ca,2-com.adam4adam.radar2.ui,"Mobile App: Adam4Adam Gay Chat Dating A4A (Google Play), by A4A Network Inc",https://play.google.com/store/apps/details?id=com.adam4adam.radar2.ui,13
dspl / ca,1-6736731265,"Mobile App: Rash Drive Car Crash Simulator (iTunes App Store), by Muhammad Hussain",https://itunes.apple.com/us/app/id6736731265,13
dspl / ca,1-1452906710,"Mobile App: Wizz App - chat now (iTunes App Store), by VLB",https://itunes.apple.com/us/app/id1452906710,13
dspl / ca,1-1586304393,"Mobile App: My Little Universe (iTunes App Store), by SayGames LTD",https://itunes.apple.com/us/app/id1586304393,13
dspl / ca,1-1563848232,"Mobile App: Magic Jump: EDM Dancing (iTunes App Store), by BADSNOWBALL HONGKONG LIMITED",https://itunes.apple.com/us/app/id1563848232,13
search / all injuries / s& n / lp - tilda,bozuktus.com/blog/query,bozuktus.com/blog/query,bozuktus.com/blog/query,13
dspl / ca,1-1021946968,"Mobile App: Spider Solitaire ・2026 (iTunes App Store), by nerByte GmbH",https://itunes.apple.com/us/app/id1021946968,13
dspl / ca,2-com.mobilityware.solitaire,"Mobile App: Solitaire - Classic Card Games (Google Play), by MobilityWare",https://play.google.com/store/apps/details?id=com.mobilityware.solitaire,13
dspl / ca,2-com.dreamcraft.city,"Mobile App: DreamCraft City (Google Play), by funtab999",https://play.google.com/store/apps/details?id=com.dreamcraft.city,13
dspl / ca,1-1522667579,"Mobile App: Classic Solitaire． (iTunes App Store), by 蕾 郭",https://itunes.apple.com/us/app/id1522667579,13
dspl / ca,1-6775131778,"Mobile App: Jigblock: flip match (iTunes App Store), by RED INFINITY LIMITED",https://itunes.apple.com/us/app/id6775131778,13
dspl / ca,1-6480371584,"Mobile App: Urban Street Car Driver (iTunes App Store), by MINOR BUGS",https://itunes.apple.com/us/app/id6480371584,13
search / all injuries,selectadvise.com/topic/5731003,selectadvise.com/topic/5731003,selectadvise.com/topic/5731003,13
dspl / ca,1-6753987369,"Mobile App: Puzzle Artis: Jigsaw Art Game (iTunes App Store), by Brightika, Inc.",https://itunes.apple.com/us/app/id6753987369,13
dspl / ca,2-com.chating.messages.chat.fun,"Mobile App: Messages (Google Play), by Text Messaging",https://play.google.com/store/apps/details?id=com.chating.messages.chat.fun,13
dspl / ca,2-com.cheese.exit.escape2025,"Mobile App: Cheese Exit: Run Multi-mode (Google Play), by CptGaming",https://play.google.com/store/apps/details?id=com.cheese.exit.escape2025,13
dspl / ca,1-1026575503,"Mobile App: TVBAnywhere North America (iTunes App Store), by TVB (USA) Inc.",https://itunes.apple.com/us/app/id1026575503,12
dspl / ca,2-com.metropcs.metrozone,"Mobile App: MetroZone (Google Play), by Metro by T-Mobile",https://play.google.com/store/apps/details?id=com.metropcs.metrozone,12
dspl / ca,1-6754129633,"Mobile App: Bible Jigsaw - Jigsaw Puzzle (iTunes App Store), by YUANTU INTERACTIVE TECHNOLOGY PTE. LTD.",https://itunes.apple.com/us/app/id6754129633,12
dspl / ca,1-1175031987,"Mobile App: My Lightning Tracker & Alerts (iTunes App Store), by JRustonApps B.V.",https://itunes.apple.com/us/app/id1175031987,12
dspl / ca,1-6761473147,"Mobile App: Find Differences - Spot it all (iTunes App Store), by Yang Li",https://itunes.apple.com/us/app/id6761473147,12
dspl / ca,1-6752590225,"Mobile App: Woody Block:Puzzle Blast (iTunes App Store), by Guangzhou Quba Technology Co., Ltd",https://itunes.apple.com/us/app/id6752590225,12
dspl / ca,2-com.traffic.motorcycle.rider.driving.racing.open.sandbox.world,"Mobile App: Driving Motor Racing Simulator (Google Play), by Digital Payment Tech",https://play.google.com/store/apps/details?id=com.traffic.motorcycle.rider.driving.racing.open.sandbox.world,12
dspl / ca,2-com.cashwalklabs.cashwalk,"Mobile App: CashWalk - Daily pedometer app (Google Play), by CASHWALK LABS, INC.",https://play.google.com/store/apps/details?id=com.cashwalklabs.cashwalk,12
dspl / ca,1-6742224257,"Mobile App: Jigsaw Puzzles - Fancy Jigsaw (iTunes App Store), by Yang Li",https://itunes.apple.com/us/app/id6742224257,12
dspl / ca,1-1452227871,"Mobile App: Blockudoku - Block Puzzle Game (iTunes App Store), by Easybrain Ltd",https://itunes.apple.com/us/app/id1452227871,12
dspl / ca,1-1598506904,"Mobile App: Word Maker - Puzzle Game (iTunes App Store), by NewPubCo, Inc",https://itunes.apple.com/us/app/id1598506904,12
dspl / ca,2-com.craft.city.blockbuilder.pro,"Mobile App: Craft Explore: Block Builder (Google Play), by LogicLabs Limited",https://play.google.com/store/apps/details?id=com.craft.city.blockbuilder.pro,12
dspl / ca,2-spider.solitaire.card.games.free.no.ads.klondike.solitare.patience.king,"Mobile App: Spider Solitaire - Card Games (Google Play), by Fantasy Games Ltd",https://play.google.com/store/apps/details?id=spider.solitaire.card.games.free.no.ads.klondike.solitare.patience.king,12
dspl / ca,1-6466299204,"Mobile App: Block Bloom Journey (iTunes App Store), by Andaman Media Limited",https://itunes.apple.com/us/app/id6466299204,12
dspl / ca,2-phonecall.log.manager.contacts,"Mobile App: Phone Call (Google Play), by Call Log Manager",https://play.google.com/store/apps/details?id=phonecall.log.manager.contacts,12
search / all injuries / s& n / lp - tilda,supremeinsights.com/topic/5731003,supremeinsights.com/topic/5731003,supremeinsights.com/topic/5731003,12
dspl / ca,2-com.sandbox.playground.kpop.demon.hunters,"Mobile App: KPOP Sandbox: Demon Hunters (Google Play), by Q8Power",https://play.google.com/store/apps/details?id=com.sandbox.playground.kpop.demon.hunters,12
dspl / ca,1-6474243187,"Mobile App: Watermelon Merge Fruits Puzzle (iTunes App Store), by Hai Yen Nguyen Thi",https://itunes.apple.com/us/app/id6474243187,12
dspl / ca,1-6758832704,"Mobile App: Pure Color by Number Book (iTunes App Store), by YUANTU INTERACTIVE TECHNOLOGY PTE. LTD.",https://itunes.apple.com/us/app/id6758832704,12
dspl / ca,1-6746745281,"Mobile App: Fashion Mermaid Princess Life (iTunes App Store), by Hainan Hengdou Network Technology Co., Ltd.",https://itunes.apple.com/us/app/id6746745281,12
dspl / ca,1-6471572249,"Mobile App: Fruit Merge™: Match Game (iTunes App Store), by Brave HK Limited",https://itunes.apple.com/us/app/id6471572249,12
search / car accident / ca - google search + network / spanish,youtube.com,youtube.com,youtube.com,12
dspl / ca,1-6738694162,"Mobile App: Jelly Master: Mukbang ASMR (iTunes App Store), by Hieu Nguyen Trung",https://itunes.apple.com/us/app/id6738694162,12
dspl / ca,1-6462385558,"Mobile App: House Color - Paint by number (iTunes App Store), by YUANTU INTERACTIVE TECHNOLOGY PTE. LTD.",https://itunes.apple.com/us/app/id6462385558,12
dspl / ca,1-1434400630,"Mobile App: Traffic Run! (iTunes App Store), by Geisha Tokyo Inc.",https://itunes.apple.com/us/app/id1434400630,12
dspl / ca,1-6745092139,"Mobile App: Lucky Balls - Erase sand game (iTunes App Store), by HYPERCELL SIA",https://itunes.apple.com/us/app/id6745092139,12
dspl / ca,1-1617391485,"Mobile App: Block Blast！ (iTunes App Store), by ARETIS LIMITED",https://itunes.apple.com/us/app/id1617391485,12
dspl / ca,1-1575519620,"Mobile App: Solitaire (Classic Klondike) (iTunes App Store), by Shanghai Zhenglang Technology Co., Ltd.",https://itunes.apple.com/us/app/id1575519620,12
dspl / ca,2-com.nights.forest.sandbox.playground,"Mobile App: Survival Sandbox: Playground (Google Play), by Ghaddan Studios",https://play.google.com/store/apps/details?id=com.nights.forest.sandbox.playground,12
dspl / ca,1-6762603004,"Mobile App: ReadReel: Romance Novels (iTunes App Store), by 雪丽 庄",https://itunes.apple.com/us/app/id6762603004,12
dspl / ca,2-com.gamblechaos.withfriends.game,"Mobile App: Vice Streets: Open World (Google Play), by STOCK AGE INTERNATIONAL",https://play.google.com/store/apps/details?id=com.gamblechaos.withfriends.game,12
dspl / ca,2-com.maxnovel.android.app,"Mobile App: MaxNovel: Endless Web Novels (Google Play), by Feel Refreshed Studio Limited",https://play.google.com/store/apps/details?id=com.maxnovel.android.app,12
dspl / ca,2-linkdesks.storymatch,"Mobile App: Story Match (Google Play), by LinkDesks Daily Puzzle",https://play.google.com/store/apps/details?id=linkdesks.storymatch,12
dspl / ca,2-com.tricky.dramas.shortstories,"Mobile App: Tricky Dramas: Short Stories (Google Play), by DIGO Lab",https://play.google.com/store/apps/details?id=com.tricky.dramas.shortstories,12
dspl / ca,1-409644287,"Mobile App: Cribbage Pro (iTunes App Store), by Fuller Systems, Inc.",https://itunes.apple.com/us/app/id409644287,12
dspl / ca,2-com.flyfox.arrow.away.escape.out.color.master.game,"Mobile App: Zapout™: Tap Away Puzzle (Google Play), by Flyfox Games",https://play.google.com/store/apps/details?id=com.flyfox.arrow.away.escape.out.color.master.game,11
dspl / ca,1-398129933,"Mobile App: Calculator₊ (iTunes App Store), by Impala Studios B.V.",https://itunes.apple.com/us/app/id398129933,11
dspl / ca,2-com.easybrain.art.puzzle,"Mobile App: Art Puzzle - Puzzle Games (Google Play), by Easybrain",https://play.google.com/store/apps/details?id=com.easybrain.art.puzzle,11
dspl / ca,1-1342112505,"Mobile App: Bible Word Puzzle - Word Games (iTunes App Store), by OAKEVER GAMES PTE. LTD.",https://itunes.apple.com/us/app/id1342112505,11
dspl / ca,1-6767139723,"Mobile App: Spooky Fun Clicker (iTunes App Store), by Thuy On",https://itunes.apple.com/us/app/id6767139723,11
dspl / ca,1-834107022,"Mobile App: Sudoku Puzzle World (iTunes App Store), by NewsLeap, LLC",https://itunes.apple.com/us/app/id834107022,11
dspl / ca,1-1660171117,"Mobile App: Zen Word® - Relax Puzzle Game (iTunes App Store), by OAKEVER GAMES PTE. LTD.",https://itunes.apple.com/us/app/id1660171117,11
dspl / ca,1-6642698438,"Mobile App: Wood Screw: Muttere og bolter (iTunes App Store), by LONGSEA LINK LIMITED",https://itunes.apple.com/us/app/id6642698438,11
dspl / ca,2-com.pocket.drama.pinzs,"Mobile App: ClariToon: Photo Editor (Google Play), by Brosoft Technologies",https://play.google.com/store/apps/details?id=com.pocket.drama.pinzs,11
dspl / ca,1-6758813543,"Mobile App: Jigsaw Puzzles - Country Life (iTunes App Store), by Joystar Media Limited",https://itunes.apple.com/us/app/id6758813543,11
dspl / ca,2-com.diamond.city.house.best.building.craft.vip,"Mobile App: Block World - Craft City (Google Play), by Patane Global",https://play.google.com/store/apps/details?id=com.diamond.city.house.best.building.craft.vip,11
dspl / ca,2-com.musicupper.boostersong,"Mobile App: Music Upper: MP3 Player & Edit (Google Play), by Afran sarkar",https://play.google.com/store/apps/details?id=com.musicupper.boostersong,11
dspl / ca,1-1523402128,"Mobile App: Solitare HD- Classic Card Game (iTunes App Store), by Longwind Studio",https://itunes.apple.com/us/app/id1523402128,11
dspl / ca,2-com.tgame.sand.box,"Mobile App: Sandbox - Physics Simulator (Google Play), by Reggae True Love",https://play.google.com/store/apps/details?id=com.tgame.sand.box,11
dspl / ca,1-6449934686,"Mobile App: Jenny Solitaire - Card Games (iTunes App Store), by OAKEVER GAMES PTE. LTD.",https://itunes.apple.com/us/app/id6449934686,11
dspl / ca,1-1526615135,"Mobile App: Spider – Classic Card Game (iTunes App Store), by BREW STUDIO LIMITED",https://itunes.apple.com/us/app/id1526615135,11
dspl / ca,1-1207472156,"Mobile App: Wordscapes - Word Game (iTunes App Store), by PeopleFun, Inc.",https://itunes.apple.com/us/app/id1207472156,11
dspl / ca,2-com.binge.shorts.mmnx,"Mobile App: VelaCut - Video Maker & Editor (Google Play), by Kenmbugua",https://play.google.com/store/apps/details?id=com.binge.shorts.mmnx,11
dspl / ca,1-1645052152,"Mobile App: Evolution Merge - Eat and Grow (iTunes App Store), by SayGames LTD",https://itunes.apple.com/us/app/id1645052152,11
dspl / ca,1-6502597181,"Mobile App: Screw Pin Jam Puzzle (iTunes App Store), by Shanghai Renplay Network Technology Co., Ltd.",https://itunes.apple.com/us/app/id6502597181,11
dspl / ca,2-com.oakever.blockrush,"Mobile App: Block Rush - Block Puzzle Game (Google Play), by Oakever Games",https://play.google.com/store/apps/details?id=com.oakever.blockrush,11
dspl / ca,1-1437615191,"Mobile App: Tap Color - Paint by Number (iTunes App Store), by Talefun Technologies Limited",https://itunes.apple.com/us/app/id1437615191,11
dspl / ca,1-6444740511,"Mobile App: Real Car Driving Night City (iTunes App Store), by Quan Vu",https://itunes.apple.com/us/app/id6444740511,11
dspl / ca,2-com.iceors.color.joy,"Mobile App: Anima Color - Paint by Number (Google Play), by Candy Mobile",https://play.google.com/store/apps/details?id=com.iceors.color.joy,11
dspl / ca,2-com.coloring.game.black.app.by.number,"Mobile App: Cute Funny Animal Color (Google Play), by Fancy Games Studio",https://play.google.com/store/apps/details?id=com.coloring.game.black.app.by.number,11
