Id,Name,Type,Status,State,BiddingStrategyType
83211276,8_РСЯ | Проф | Автотаргет | Десктоп,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
83412316,8_РСЯ | Профориентация,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
83412906,8_ПОИСК | Профориентация,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
83511551,8_РСЯ | ЕГЭ+ОГЭ | Околоцел проф,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
83977085,9_РСЯ | ЕГЭ+ОГЭ | макс_конв cpc,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
83977105,9_РСЯ | ЕГЭ+ОГЭ | макс_конв cpa,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
83977133,9_РСЯ | ЕГЭ+ОГЭ | макс_конв fcpa,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
83977150,9_РСЯ | ЕГЭ+ОГЭ | Коммерс | макс_конв cpc,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
83990689,9_ПОИСК | ЕГЭ+ОГЭ | макс_клики,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
83991019,9_ПОИСК | ЕГЭ+ОГЭ | макс_конв спс,TEXT_CAMPAIGN,MODERATION,ARCHIVED,WB_MAXIMUM_CONVERSION_RATE
84138466,4_Ретаргетинг  РСЯ | ЕГЭ+ОГЭ | трафик_НЕ_из_директа,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
84198972,9_РСЯ | ЕГЭ+ОГЭ | макс_конв fcpa_01,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
84602894,Копия1 9_РСЯ | ЕГЭ+ОГЭ | макс_конв fcpa_01,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
84602896,Копия2 9_РСЯ | ЕГЭ+ОГЭ | макс_конв fcpa_01,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
84602899,Копия3 9_РСЯ | ЕГЭ+ОГЭ | макс_конв fcpa_01,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
84602902,Копия4 9_РСЯ | ЕГЭ+ОГЭ | макс_конв fcpa_01,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
84602910,Копия5 9_РСЯ | ЕГЭ+ОГЭ | макс_конв fcpa_01,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
84603417,10_ПОИСК | ЕГЭ | макс_клики,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
87550520,ПОИСК | ЕГЭ | Набор 23-24,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
87550522,ПОИСК | ОГЭ | Набор 23-24,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
87561759,РСЯ | ЕГЭ+ОГЭ | Набор 23-24,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
87853006,ПОИСК | Подготовка ЕГЭ | Набор 23-24,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
87853012,ПОИСК | Подготовка ОГЭ | Набор 23-24,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
88561741,РСЯ | ОГЭ | Набор 23-24,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
88619421,РСЯ | ЕГЭ+ОГЭ | Набор 23-24 | нч,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
89033642,ПОИСК | ЕГЭ ОГЭ | Набор 23-24 | летние,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
89210928,РСЯ | ЕГЭ+ОГЭ | Набор 23-24 | нч_18-,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
89210997,РСЯ | ЕГЭ+ОГЭ | Набор 23-24 | нч_Ж35-54,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
89368547,РСЯ | ЕГЭ+ОГЭ | Набор 23-24 | Околотема fcpa,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
89578938,РСЯ | ЕГЭ+ОГЭ | Набор 23-24 | Околотема | cpa,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
89589376,РСЯ | ЕГЭ+ОГЭ | Набор 23-24 | автотаргет | cpa,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
89816924,РСЯ Ретаргетинг | ЕГЭ+ОГЭ | Набор 23-24,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
90292772,поиск / егэ+огэ / цел_гео,TEXT_CAMPAIGN,ACCEPTED,ON,AVERAGE_CPC
91392732,поиск / егэ+огэ / коммерс,TEXT_CAMPAIGN,ACCEPTED,ON,AVERAGE_CPC
91468655,РСЯ | ЕГЭ+ОГЭ | Набор 23-24 | нч 2,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
91486690,[23-24] ПОИСК | ЕГЭ+ОГЭ | Курсы предметы+Курсы шир,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
92768306,[23-24] РСЯ | ЕГЭ+ОГЭ | Автотаргет+нч+интересы,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
93972881,[23-24] РСЯ | ЕГЭ+ОГЭ | Цел_гео,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
93974961,[23-24] ПОИСК | ЕГЭ+ОГЭ | Конкуренты/репетиторы,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
94179189,[23-24] ПОИСК | ЕГЭ+ОГЭ | Околоцел_гео,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
94954114,[23-24] ПОИСК | ЕГЭ+ОГЭ | Ж35-44,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
95102243,[23-24] РСЯ | ЕГЭ+ОГЭ | Автотаргет+нч+интересы | Ж35-44,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
95108520,[23-24] ПОИСК | ЕГЭ+ОГЭ | Ж45-54,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
95108523,[23-24] РСЯ | ЕГЭ+ОГЭ | Автотаргет+нч+интересы | Ж45-54,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
95527293,[23-24] ПОИСК | ЕГЭ+ОГЭ | Автотаргетинг х Цел адрес,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPA
95531612,[23-24] РСЯ | ЕГЭ+ОГЭ | ПК,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
96218519,[23-24] РСЯ | ЕГЭ+ОГЭ | Автотаргет | ПК,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
96218532,[23-24] РСЯ | ЕГЭ+ОГЭ | ПК 2,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
96218533,[23-24] РСЯ | ЕГЭ+ОГЭ | Автотаргет | Моб,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
97588536,[23-24] РСЯ | ЕГЭ+ОГЭ | ключи вч | звонки,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
97588704,[23-24] РСЯ | ЕГЭ+ОГЭ | ключи вч | формы,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
97942949,[23-24] РСЯ | ЕГЭ+ОГЭ | ключи вч | вечер,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
99263998,[23-24] РСЯ Ретаргетинг | ЕГЭ+ОГЭ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
101063117,[23-24] РСЯ | ОГЭ | ключи вч,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
101063951,[23-24] РСЯ | ЕГЭ | ключи вч | Ж35-44,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
101142791,[23-24] РСЯ | ЕГЭ+ОГЭ | ключи 1,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
101164352,[23-24] ПОИСК | ЕГЭ+ОГЭ | Альфа 1,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
102177868,[23-24] РСЯ | ЕГЭ+ОГЭ | Тест  1 | 35-44,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
102177878,[23-24] РСЯ | ЕГЭ+ОГЭ | Тест  1 | 25-34,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
102177886,[23-24] РСЯ | ЕГЭ+ОГЭ | Тест  1 | 45-54,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
102177924,[23-24] РСЯ | ЕГЭ+ОГЭ | Тест  1 | 55+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
102177969,[23-24] РСЯ | ЕГЭ+ОГЭ | Тест  1 | 18-24,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
102177983,[23-24] РСЯ | ЕГЭ+ОГЭ | Тест  1 | 0-18,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
104812636,поиск / егэ+огэ / интенсив,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
107437613,[23-24] ПОИСК | ОГЭ | Предметы,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
107438268,[23-24] РСЯ | ОГЭ | ключи,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
107442804,[23-24] РСЯ | ЕГЭ | ключи,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
107442932,[23-24] РСЯ | ОГЭ | ключи 18,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
107442941,[23-24] РСЯ | ЕГЭ | ключи 18,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
107443454,[23-24] ПОИСК | ЕГЭ | Предметы,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
107557862,[23-24] РСЯ Ретаргетинг | ЕГЭ+ОГЭ черновик,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
107558100,[23-24] РСЯ Ретаргетинг | ЕГЭ+ОГЭ 2,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
107562426,[23-24] РСЯ | ЕГЭ | ауд: Вузы,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
107562432,[23-24] РСЯ | ЕГЭ | ауд: Школа,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
107562437,[23-24] РСЯ | ЕГЭ | ауд: Образование,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
107562441,[23-24] РСЯ | ЕГЭ | ауд: Доп курсы,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
107562443,[23-24] РСЯ | ЕГЭ | ауд: Сайты,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
107647986,[23-24] ПОИСК | ОГЭ | 35-54 Черновик,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
107834680,поиск / огэ:предметы  / мск / 35-54,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
107834814,поиск / егэ:предметы  / мск / 35-54,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
107834822,поиск / огэ:предметы  / мск / 0-17,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
107834829,поиск / егэ:предметы  / мск / 0-17,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
107834834,"поиск / огэ:предметы  / мск / 18-34,55+",TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
107834844,"поиск / егэ:предметы  / мск / 18-34,55+",TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
107835412,"рся / тема егэ, огэ:ауд_микс / мск / 35-44",TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
107838520,"поиск / егэ, огэ:курсы, подготовка:общ / мск",TEXT_CAMPAIGN,MODERATION,ARCHIVED,WB_MAXIMUM_CONVERSION_RATE
111494415,поиск / егэ+огэ / сем: мск + округи,TEXT_CAMPAIGN,ACCEPTED,SUSPENDED,WB_MAXIMUM_CONVERSION_RATE
111499558,рся / егэ / мск,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
112253316,"рся / егэ / мск / пк, 35-54",TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
112446531,рся / тго / егэ:ключи+автотаргет / мск / пк,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
112530378,"рся / егэ / мск / пк, 35-54 (копия)",TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
112894633,рся / тго / егэ:интересы / мск,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
113132512,рся / егэ / мск / Ж35-54,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
113132525,рся / егэ / мск / все кроме Ж35-54,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
113178670,"рся / егэ / мск / пк, ios, Ж35-54",TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
113178867,"рся / егэ / мск / пк, Ж35-44, п-01",TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
113178871,"рся / егэ / мск / пк, Ж45-54, п-01",TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
113178877,"рся / егэ / мск / пк, Ж25-34, п-01",TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
113178878,"рся / егэ / мск / пк, Ж18-24, п-01",TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
113178884,"рся / егэ / мск / пк, Ж до18, п-01",TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
113178886,"рся / егэ / мск / пк, Ж 55+, п-01",TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
113795431,поиск / егэ / коммерс / мск,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
113812596,поиск / огэ / коммерс / мск,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
113867187,"рся / рет / егэ, огэ / мск",TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
113933634,"поиск / егэ, огэ: конкуренты / мск",TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
116330452,рся / егэ+огэ / мск ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
116336305,поиск / огэ:курсы предметы  / мск,TEXT_CAMPAIGN,MODERATION,ARCHIVED,WB_MAXIMUM_CONVERSION_RATE
116336310,поиск / егэ:курсы предметы  / мск,TEXT_CAMPAIGN,MODERATION,ARCHIVED,WB_MAXIMUM_CONVERSION_RATE
116739783,поиск / егэ+огэ / интенсив / спец посадка,TEXT_CAMPAIGN,MODERATION,ARCHIVED,WB_MAXIMUM_CONVERSION_RATE
117989504,рся / рет / его огэ / мск / 25_02,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
118170623,"рся / егэ огэ / мск / пк, ios, Ж35-54 / 25_02",TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
118171149,поиск / рет / егэ+огэ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
118171449,поиск / егэ+огэ / автотаргетинг,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
118229513,поиск / егэ+огэ / конкуренты: репетитор,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
118229738,поиск / егэ+огэ / автотаргетинг / 2,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
118255480,поиск / егэ+огэ / автотаргетинг / Ж 35-44,TEXT_CAMPAIGN,ACCEPTED,ON,AVERAGE_CPC
702638439,поиск / егэ+огэ / коммерс 2,TEXT_CAMPAIGN,ACCEPTED,SUSPENDED,WB_MAXIMUM_CONVERSION_RATE
702642409,рся / егэ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
702642597,рся / огэ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
702644184,рся / ретаргет / егэ+огэ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
702651440,поиск / огэ:подготовка предметы  / мск,TEXT_CAMPAIGN,MODERATION,ARCHIVED,WB_MAXIMUM_CONVERSION_RATE
708168738,рся / егэ+огэ / Ж 35-44,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
708176298,поиск / егэ+огэ / автотаргетинг / !Ж 35-44,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
