"Дата визита","Источник трафика","Источник трафика (детально)","Кампания Яндекс Директа","UTM Campaign","Достигнутая цель","Визиты"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","scroll_25","3"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","scroll_50","3"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","scroll_90","3"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","Визит","3"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","Просмотр 2-х стр.","3"
"2026-07-13","Прямые заходы","Не определено","Не определено","Не определено","ОГЭ - ""История""","3"
"2026-07-13","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: заполнил контактные данные","3"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","scroll_50","3"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","scroll_90","3"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_90","3"
"2026-07-14","Прямые заходы","Не определено","Не определено","Не определено","ОГЭ - ""История""","3"
"2026-07-14","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""Обществознание"" - ЕГЭ","3"
"2026-07-14","Переходы из поисковых систем","Google","Не определено","Не определено","Заявка из форм","3"
"2026-07-14","Переходы из поисковых систем","Google","Не определено","Не определено","Общая (с 11.10.21)","3"
"2026-07-14","Переходы из поисковых систем","Google","Не определено","Не определено","Заявка общая","3"
"2026-07-14","Переходы из поисковых систем","Google","Не определено","Не определено","Автоцель: поиск по сайту","3"
"2026-07-14","Переходы по рекламе","Яндекс.Директ: Не определено","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Не определено","3"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","[!] Просмотр более 1 стр.","3"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","90 сек","3"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","Просмотр 2-х стр.","3"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","[!] Просмотр более 1 стр.","3"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","[!] Просмотр более 2 стр.","3"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","Визит","3"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","Просмотр 2-х стр.","3"
"2026-07-14","Переходы из рекомендательных систем","Дзен","Не определено","Не определено","scroll_50","3"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Посещ. стр. ""Литература"" - ЕГЭ","3"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","scroll_50","3"
"2026-07-15","Переходы по рекламе","Avito Ads","Не определено","749305090","Не определено","3"
"2026-07-15","Переходы по рекламе","Avito Ads","Не определено","749305090","Визит","3"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","[!] Просмотр более 1 стр.","3"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","30 сек","3"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","scroll_50","3"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","scroll_90","3"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","Просмотр 2-х стр.","3"
"2026-07-11","Прямые заходы","Не определено","Не определено","Не определено","ОГЭ - ""История""","2"
"2026-07-11","Переходы из поисковых систем","Яндекс","Не определено","Не определено","[!] Просмотр более 2 стр.","2"
"2026-07-11","Переходы из поисковых систем","Google","Не определено","Не определено","[!] Просмотр более 1 стр.","2"
"2026-07-11","Переходы из поисковых систем","Google","Не определено","Не определено","Просмотр 2-х стр.","2"
"2026-07-11","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","30 сек","2"
"2026-07-11","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","60 сек","2"
"2026-07-11","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","90 сек","2"
"2026-07-11","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_10","2"
"2026-07-11","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_25","2"
"2026-07-11","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_50","2"
"2026-07-11","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_90","2"
"2026-07-11","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Визит","2"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","[!] Просмотр более 1 стр.","2"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_25","2"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Просмотр 2-х стр.","2"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","Посещ. стр. ""Математика"" - ЕГЭ","2"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","30 сек","2"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_50","2"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","ОГЭ - ""Математика""","2"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","[!] Просмотр более 2 стр.","2"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","120 сек","2"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","scroll_90","2"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","30 сек","2"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","scroll_90","2"
"2026-07-12","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: заполнил контактные данные","2"
"2026-07-12","Переходы из поисковых систем","Google","Не определено","Не определено","ОГЭ - ""Математика""","2"
"2026-07-12","Переходы по рекламе","Яндекс.Директ: Не определено","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Не определено","2"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","[!] Просмотр более 1 стр.","2"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","[!] Просмотр более 2 стр.","2"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Визит","2"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Автоцель: клик по номеру телефона","2"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Просмотр 2-х стр.","2"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","Не определено","2"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","[!] Просмотр более 1 стр.","2"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","30 сек","2"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","Просмотр 2-х стр.","2"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","[!] Просмотр более 2 стр.","2"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","60 сек","2"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","90 сек","2"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","120 сек","2"
"2026-07-13","Прямые заходы","Не определено","Не определено","Не определено","[!] Просмотр более 1 стр.","2"
"2026-07-13","Прямые заходы","Не определено","Не определено","Не определено","scroll_90","2"
"2026-07-13","Прямые заходы","Не определено","Не определено","Не определено","Просмотр 2-х стр.","2"
"2026-07-13","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Визит","2"
"2026-07-13","Переходы из поисковых систем","Яндекс","Не определено","Не определено","[!] Просмотр более 2 стр.","2"
"2026-07-13","Переходы по рекламе","Avito Ads","Не определено","749305090","Не определено","2"
"2026-07-13","Переходы по рекламе","Яндекс.Директ: Не определено","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Не определено","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","ege-merlin.ru от 20.05.26 — 4_712259476_search","Визит","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","30 сек","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_10","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Визит","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","30 сек","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","Не определено","Не определено","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","[!] Просмотр более 1 стр.","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","[!] Просмотр более 2 стр.","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","60 сек","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","90 сек","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","Просмотр 2-х стр.","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","[!] Просмотр более 1 стр.","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","scroll_10","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","Визит","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","Просмотр 2-х стр.","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","[!] Просмотр более 1 стр.","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","scroll_10","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Визит","2"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Просмотр 2-х стр.","2"
"2026-07-14","Прямые заходы","Не определено","Не определено","Не определено","[!] Просмотр более 1 стр.","2"
"2026-07-14","Прямые заходы","Не определено","Не определено","Не определено","60 сек","2"
"2026-07-14","Прямые заходы","Не определено","Не определено","Не определено","scroll_50","2"
"2026-07-14","Прямые заходы","Не определено","Не определено","Не определено","Просмотр 2-х стр.","2"
"2026-07-14","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Посещ. стр. ""География"" - ЕГЭ","2"
"2026-07-14","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","scroll_50","2"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""География"" - ЕГЭ","2"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","ОГЭ - ""Русский язык""","2"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","ОГЭ - ""Математика""","2"
"2026-07-14","Переходы из поисковых систем","Google","Не определено","Не определено","Не определено","2"
"2026-07-14","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""Математика"" - ЕГЭ","2"
"2026-07-14","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""История"" - ЕГЭ","2"
"2026-07-14","Переходы по рекламе","Avito Ads","Не определено","749305090","Не определено","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","[!] Просмотр более 1 стр.","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Просмотр 2-х стр.","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","120 сек","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","Автоцель: заполнил контактные данные","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_10","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","Визит","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","30 сек","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","60 сек","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","90 сек","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","scroll_10","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","scroll_25","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","scroll_50","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","scroll_90","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","Не определено","ОГЭ - ""Литература""","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","Не определено","30 сек","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","Не определено","Визит","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Заявка из форм","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","30 сек","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","60 сек","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","90 сек","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","120 сек","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","scroll_10","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","scroll_25","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Визит","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Общая (с 11.10.21)","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Заявка общая","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Автоцель: отправка формы","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Автоцель: заполнил контактные данные","2"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Автоцель: отправил контактные данные","2"
"2026-07-14","Переходы из рекомендательных систем","Дзен","Не определено","Не определено","Заявка из форм","2"
"2026-07-14","Переходы из рекомендательных систем","Дзен","Не определено","Не определено","Общая (с 11.10.21)","2"
"2026-07-14","Переходы из рекомендательных систем","Дзен","Не определено","Не определено","Заявка общая","2"
"2026-07-14","Переходы из рекомендательных систем","Дзен","Не определено","Не определено","Автоцель: отправка формы","2"
"2026-07-14","Переходы из рекомендательных систем","Дзен","Не определено","Не определено","Автоцель: поиск по сайту","2"
"2026-07-15","Прямые заходы","Не определено","Не определено","Не определено","[!] Просмотр более 1 стр.","2"
"2026-07-15","Прямые заходы","Не определено","Не определено","Не определено","30 сек","2"
"2026-07-15","Прямые заходы","Не определено","Не определено","Не определено","Просмотр 2-х стр.","2"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""Литература"" - ЕГЭ","2"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""Информатика"" - ЕГЭ","2"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""Математика"" - ЕГЭ","2"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ.стр. ""Англ. язык"" - ЕГЭ","2"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: отправка формы","2"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""Информатика"" - ЕГЭ","2"
"2026-07-15","Переходы по рекламе","Avito Ads","Не определено","749305090","scroll_10","2"
"2026-07-15","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","[!] Просмотр более 1 стр.","2"
"2026-07-15","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","30 сек","2"
"2026-07-15","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","60 сек","2"
"2026-07-15","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_10","2"
"2026-07-15","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_25","2"
"2026-07-15","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_50","2"
"2026-07-15","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_90","2"
"2026-07-15","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Визит","2"
"2026-07-15","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Просмотр 2-х стр.","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_10","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Визит","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_context","Не определено","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","Не определено","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","60 сек","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","90 сек","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","[!] Просмотр более 1 стр.","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","30 сек","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","60 сек","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","90 сек","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","120 сек","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","scroll_10","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","scroll_25","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","scroll_50","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","Визит","2"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","Просмотр 2-х стр.","2"
"2026-07-15","Переходы из рекомендательных систем","Дзен","Не определено","Не определено","Посещ. стр. ""Обществознание"" - ЕГЭ","2"
"2026-07-15","Переходы из рекомендательных систем","Дзен","Не определено","Не определено","scroll_50","2"
"2026-07-11","Внутренние переходы","Не определено","Не определено","Не определено","Не определено","1"
"2026-07-11","Внутренние переходы","Не определено","Не определено","Не определено","Посещ. стр. ""Математика"" - ЕГЭ","1"
"2026-07-11","Внутренние переходы","Не определено","Не определено","Не определено","[!] Просмотр более 1 стр.","1"
