campaign,date,term,impressions,clicks,cost,conversions,conv_value
shop1 /search,2026-01-20,namioty ogrodowe obi,2,0,0.0,0.0,0.0
shop1 /search,2026-02-11,namioty ogrodowe obi,2,0,0.0,0.0,0.0
shop1 /search,2026-02-24,namioty ogrodowe obi,2,0,0.0,0.0,0.0
shop1 /search,2026-03-16,namioty ogrodowe obi,1,0,0.0,0.0,0.0
shop1 /search,2026-03-13,namioty ogrodowe okrągłe,2,0,0.0,0.0,0.0
shop1 /search,2026-01-05,namioty ogrodowe pod warzywa,6,0,0.0,0.0,0.0
shop1 /search,2026-01-20,namioty ogrodowe pod warzywa,3,1,1.96,0.0,0.0
shop1 /search,2026-01-26,namioty ogrodowe pod warzywa,10,2,2.6,0.0,0.0
shop1 /search,2026-02-11,namioty ogrodowe pod warzywa,1,0,0.0,0.0,0.0
shop2 / search,2026-02-16,namioty ogrodowe pod warzywa,2,0,0.0,0.0,0.0
shop1 /search,2026-02-18,namioty ogrodowe pod warzywa,1,0,0.0,0.0,0.0
shop1 /search,2026-03-10,namioty ogrodowe pod warzywa,4,0,0.0,0.0,0.0
shop1 /search,2026-04-16,namioty ogrodowe pod warzywa,4,0,0.0,0.0,0.0
shop1 /search,2025-12-28,namioty ogrodowe producent,1,0,0.0,0.0,0.0
shop1 /search,2026-02-03,namioty ogrodowe składane,1,0,0.0,0.0,0.0
shop2 / search,2026-03-18,namioty ogrodowe sprzedaż,1,0,0.0,0.0,0.0
shop2 / search,2026-04-30,namioty ogrodowe sprzedaż,1,0,0.0,0.0,0.0
shop2 / search,2026-02-18,namioty ogrodowe szklarnie,2,0,0.0,0.0,0.0
shop1 /search,2026-04-07,namioty ogrodowe szklarnie,7,0,0.0,0.0,0.0
shop1 /search,2026-04-27,namioty ogrodowe tanie,1,0,0.0,0.0,0.0
shop2 / search,2026-04-28,namioty ogrodowe w obi,1,0,0.0,0.0,0.0
shop1 /search,2025-12-16,namioty ogrodowe warzywne,7,0,0.0,0.0,0.0
shop1 /search,2026-02-06,namioty ogrodowe warzywne,3,0,0.0,0.0,0.0
shop2 / search,2026-02-16,namioty ogrodowe warzywne,2,0,0.0,0.0,0.0
shop1 /search,2026-03-07,namioty ogrodowe warzywne,2,0,0.0,0.0,0.0
shop1 /search,2026-03-08,namioty ogrodowe warzywne,5,0,0.0,0.0,0.0
shop1 /search,2026-03-16,namioty ogrodowe warzywne,6,0,0.0,0.0,0.0
shop1 /search,2026-03-23,namioty ogrodowe warzywne,1,0,0.0,0.0,0.0
shop1 /search,2026-03-26,namioty ogrodowe warzywne,4,0,0.0,0.0,0.0
shop1 /search,2026-04-21,namioty ogrodowe warzywne,3,1,1.27,0.0,0.0
shop1 /search,2026-04-29,namioty ogrodowe warzywne,1,0,0.0,0.0,0.0
shop1 /search,2026-05-04,namioty ogrodowe warzywne,4,0,0.0,0.0,0.0
shop1 /search,2026-05-18,namioty ogrodowe warzywne,7,0,0.0,0.0,0.0
shop_search,2026-09-10,namioty ogrodowe warzywne,1,1,0.3,0.0,0.0
shop_search,2026-09-14,namioty ogrodowe warzywne,5,0,0.0,0.0,0.0
shop1 /search,2026-01-20,namioty ogrodowe wodoszczelne,1,0,0.0,0.0,0.0
shop1 /search,2026-01-28,namioty ogrodowe wodoszczelne,2,0,0.0,0.0,0.0
shop1 /search,2026-02-10,namioty ogrodowe wodoszczelne,1,0,0.0,0.0,0.0
shop1 /search,2026-04-22,namioty ogrodowe wodoszczelne,1,0,0.0,0.0,0.0
shop2 / search,2026-03-11,namioty ogrodowe wyprzedaż,1,0,0.0,0.0,0.0
shop1 /search,2026-03-12,namioty ogrodowe wyprzedaż,2,0,0.0,0.0,0.0
shop1 /search,2026-03-16,namioty ogrodowe wyprzedaż,2,0,0.0,0.0,0.0
shop2 / search,2026-04-01,namioty ogrodowe z moskitierą,1,0,0.0,0.0,0.0
shop1 /search,2026-01-28,namioty ogrodowe z poliweglanu,4,0,0.0,0.0,0.0
shop1 /search,2026-01-29,namioty ogrodowe z poliweglanu,4,0,0.0,0.0,0.0
shop1 /search,2026-01-30,namioty ogrodowe z poliweglanu,6,0,0.0,0.0,0.0
shop1 /search,2026-02-05,namioty ogrodowe z poliweglanu,8,0,0.0,0.0,0.0
shop1 /search,2026-03-14,namioty ogrodowe z poliweglanu,7,0,0.0,0.0,0.0
shop1 /search,2026-03-20,namioty ogrodowe z poliweglanu,11,0,0.0,0.0,0.0
shop1 /search,2026-03-27,namioty ogrodowe z poliweglanu,6,0,0.0,0.0,0.0
shop_search,2026-09-07,namioty ogrodowe z poliweglanu,1,0,0.0,0.0,0.0
shop_search,2026-09-08,namioty ogrodowe z poliweglanu,1,0,0.0,0.0,0.0
shop_search,2026-09-14,namioty ogrodowe z poliweglanu,2,0,0.0,0.0,0.0
shop1 /search,2026-01-02,namioty ogrodowe z poliwęglanu,7,1,0.2,0.0,0.0
shop1 /search,2026-01-03,namioty ogrodowe z poliwęglanu,7,1,1.14,0.0,0.0
shop1 /search,2026-01-22,namioty ogrodowe z poliwęglanu,14,5,8.32,0.0,0.0
shop1 /search,2026-01-26,namioty ogrodowe z poliwęglanu,7,1,0.89,0.0,0.0
shop1 /search,2026-01-29,namioty ogrodowe z poliwęglanu,2,0,0.0,0.0,0.0
shop1 /search,2026-02-03,namioty ogrodowe z poliwęglanu,7,0,0.0,0.0,0.0
shop1 /search,2026-02-09,namioty ogrodowe z poliwęglanu,8,1,1.1,0.0,0.0
shop1 /search,2026-02-10,namioty ogrodowe z poliwęglanu,6,0,0.0,0.0,0.0
shop1 /search,2026-02-11,namioty ogrodowe z poliwęglanu,21,0,0.0,0.0,0.0
shop2 / search,2026-02-16,namioty ogrodowe z poliwęglanu,9,0,0.0,0.0,0.0
shop2 / search,2026-02-17,namioty ogrodowe z poliwęglanu,1,0,0.0,0.0,0.0
shop1 /search,2026-02-23,namioty ogrodowe z poliwęglanu,6,0,0.0,0.0,0.0
shop1 /search,2026-02-24,namioty ogrodowe z poliwęglanu,6,0,0.0,0.0,0.0
shop1 /search,2026-03-03,namioty ogrodowe z poliwęglanu,3,0,0.0,0.0,0.0
shop1 /search,2026-03-05,namioty ogrodowe z poliwęglanu,14,0,0.0,0.0,0.0
shop1 /search,2026-03-08,namioty ogrodowe z poliwęglanu,3,0,0.0,0.0,0.0
shop1 /search,2026-03-10,namioty ogrodowe z poliwęglanu,1,0,0.0,0.0,0.0
shop1 /search,2026-03-23,namioty ogrodowe z poliwęglanu,6,0,0.0,0.0,0.0
shop1 /search,2026-03-24,namioty ogrodowe z poliwęglanu,4,0,0.0,0.0,0.0
shop1 /search,2026-03-31,namioty ogrodowe z poliwęglanu,7,0,0.0,0.0,0.0
shop1 /search,2026-04-02,namioty ogrodowe z poliwęglanu,1,0,0.0,0.0,0.0
shop1 /search,2026-04-14,namioty ogrodowe z poliwęglanu,1,0,0.0,0.0,0.0
shop1 /search,2026-04-15,namioty ogrodowe z poliwęglanu,7,2,2.48,0.0,0.0
shop1 /search,2026-04-16,namioty ogrodowe z poliwęglanu,4,0,0.0,0.0,0.0
shop1 /search,2026-04-18,namioty ogrodowe z poliwęglanu,3,0,0.0,0.0,0.0
shop1 /search,2026-04-21,namioty ogrodowe z poliwęglanu,2,0,0.0,0.0,0.0
shop1 /search,2026-04-22,namioty ogrodowe z poliwęglanu,1,0,0.0,0.0,0.0
shop1 /search,2026-05-04,namioty ogrodowe z poliwęglanu,5,0,0.0,0.0,0.0
shop1 /search,2026-05-06,namioty ogrodowe z poliwęglanu,1,0,0.0,0.0,0.0
shop1 /search,2026-05-13,namioty ogrodowe z poliwęglanu,1,0,0.0,0.0,0.0
shop_search,2026-09-02,namioty ogrodowe z poliwęglanu,2,0,0.0,0.0,0.0
shop_search,2026-09-05,namioty ogrodowe z poliwęglanu,1,0,0.0,0.0,0.0
shop_search,2026-09-07,namioty ogrodowe z poliwęglanu,2,0,0.0,0.0,0.0
shop_search,2026-09-20,namioty ogrodowe z poliwęglanu,2,0,0.0,0.0,0.0
shop1 /search,2026-01-02,namioty ogrodowy,1,0,0.0,0.0,0.0
shop2 / search,2026-03-17,namioty okolicznościowe,1,0,0.0,0.0,0.0
shop2 / search,2026-03-25,namioty okrągłe,1,0,0.0,0.0,0.0
shop2 / search,2026-03-19,namioty osłonowe,2,0,0.0,0.0,0.0
shop1 /search,2026-02-02,namioty pawilony,3,0,0.0,0.0,0.0
shop1 /search,2025-12-29,namioty pawilony ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-01-13,namioty pawilony ogrodowe,1,0,0.0,0.0,0.0
shop2 / search,2026-02-17,namioty pawilony ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-02-26,namioty pcv,4,0,0.0,0.0,0.0
shop2 / search,2026-02-26,namioty pcv,1,0,0.0,0.0,0.0
shop1 /search,2026-01-12,namioty pod pomidory,5,0,0.0,0.0,0.0
shop1 /search,2026-02-18,namioty pod pomidory,7,1,2.25,0.0,0.0
shop1 /search,2026-03-09,namioty pod pomidory,3,0,0.0,0.0,0.0
shop1 /search,2026-03-24,namioty pod pomidory,10,0,0.0,0.0,0.0
shop1 /search,2026-03-25,namioty pod pomidory,4,0,0.0,0.0,0.0
shop1 /search,2026-03-27,namioty pod pomidory,6,0,0.0,0.0,0.0
shop1 /search,2026-04-16,namioty pod pomidory,1,0,0.0,0.0,0.0
shop1 /search,2026-04-20,namioty pod pomidory,4,0,0.0,0.0,0.0
shop1 /search,2026-05-05,namioty pod pomidory,6,0,0.0,0.0,0.0
shop1 /search,2026-05-06,namioty pod pomidory,11,1,1.55,0.0,0.0
shop_search,2026-09-04,namioty pod pomidory,2,0,0.0,0.0,0.0
shop_search,2026-09-05,namioty pod pomidory,3,0,0.0,0.0,0.0
shop_search,2026-09-11,namioty pod pomidory,3,0,0.0,0.0,0.0
shop_search,2026-09-21,namioty pod pomidory,6,0,0.0,0.0,0.0
shop_search,2026-09-20,namioty pod uprawe,3,0,0.0,0.0,0.0
shop1 /search,2026-01-08,namioty pod warzywa,4,0,0.0,0.0,0.0
shop1 /search,2026-01-26,namioty pod warzywa,14,1,1.35,0.0,0.0
shop1 /search,2026-02-06,namioty pod warzywa,12,0,0.0,0.0,0.0
shop1 /search,2026-02-09,namioty pod warzywa,6,1,1.24,0.0,0.0
shop1 /search,2026-02-19,namioty pod warzywa,4,0,0.0,0.0,0.0
shop1 /search,2026-02-20,namioty pod warzywa,5,0,0.0,0.0,0.0
shop1 /search,2026-02-26,namioty pod warzywa,3,0,0.0,0.0,0.0
shop1 /search,2026-02-28,namioty pod warzywa,7,0,0.0,0.0,0.0
shop1 /search,2026-03-04,namioty pod warzywa,1,0,0.0,0.0,0.0
shop1 /search,2026-03-11,namioty pod warzywa,4,1,1.31,0.0,0.0
shop1 /search,2026-03-24,namioty pod warzywa,2,0,0.0,0.0,0.0
shop1 /search,2026-03-25,namioty pod warzywa,8,0,0.0,0.0,0.0
shop1 /search,2026-04-22,namioty pod warzywa,3,0,0.0,0.0,0.0
shop1 /search,2026-05-06,namioty pod warzywa,9,1,2.49,0.0,0.0
shop1 /search,2026-05-18,namioty pod warzywa,9,0,0.0,0.0,0.0
shop1 /search,2026-05-19,namioty pod warzywa,14,0,0.0,0.0,0.0
shop1 /search,2026-05-21,namioty pod warzywa,11,0,0.0,0.0,0.0
shop1 /search,2026-05-25,namioty pod warzywa,9,0,0.0,0.0,0.0
shop_search,2026-09-08,namioty pod warzywa,1,0,0.0,0.0,0.0
shop_search,2026-09-12,namioty pod warzywa,2,0,0.0,0.0,0.0
shop_search,2026-09-21,namioty pod warzywa,5,0,0.0,0.0,0.0
shop1 /search,2026-01-21,namioty poliwęglanowe,5,0,0.0,0.0,0.0
shop1 /search,2026-01-26,namioty poliwęglanowe,3,0,0.0,0.0,0.0
shop1 /search,2026-02-04,namioty poliwęglanowe,2,0,0.0,0.0,0.0
shop1 /search,2026-02-10,namioty poliwęglanowe,8,0,0.0,0.0,0.0
shop1 /search,2026-02-12,namioty poliwęglanowe,6,1,2.01,0.0,0.0
shop2 / search,2026-02-12,namioty poliwęglanowe,1,0,0.0,0.0,0.0
shop1 /search,2026-02-19,namioty poliwęglanowe,4,0,0.0,0.0,0.0
shop1 /search,2026-02-26,namioty poliwęglanowe,4,0,0.0,0.0,0.0
shop1 /search,2026-03-08,namioty poliwęglanowe,1,0,0.0,0.0,0.0
shop1 /search,2026-03-18,namioty poliwęglanowe,8,2,3.45,0.0,0.0
shop1 /search,2026-03-19,namioty poliwęglanowe,4,0,0.0,0.0,0.0
shop1 /search,2026-04-27,namioty poliwęglanowe,2,0,0.0,0.0,0.0
shop1 /search,2026-05-16,namioty poliwęglanowe,5,0,0.0,0.0,0.0
shop1 /search,2026-05-19,namioty poliwęglanowe,7,0,0.0,0.0,0.0
shop_search,2026-09-15,namioty poliwęglanowe,7,2,1.28,0.0,0.0
shop1 /search,2026-02-10,namioty produkcyjne,1,0,0.0,0.0,0.0
shop1 /search,2026-01-07,namioty przezroczyste,1,0,0.0,0.0,0.0
shop1 /search,2026-03-19,namioty przezroczyste,1,0,0.0,0.0,0.0
shop1 /search,2026-01-21,namioty rolnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-02-03,namioty rolnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-02-04,namioty rolnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-02-11,namioty rolnicze,2,0,0.0,0.0,0.0
shop1 /search,2026-02-25,namioty rolnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-02-26,namioty rolnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-03-03,namioty rolnicze,4,0,0.0,0.0,0.0
shop1 /search,2026-03-06,namioty rolnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-03-07,namioty rolnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-03-23,namioty rolnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-04-15,namioty rolnicze,2,0,0.0,0.0,0.0
shop1 /search,2026-04-23,namioty rolnicze,2,0,0.0,0.0,0.0
shop1 /search,2026-05-15,namioty rolnicze,2,0,0.0,0.0,0.0
shop1 /search,2026-05-23,namioty rolnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-01-22,namioty rozkładane,1,1,2.0,0.0,0.0
shop1 /search,2026-01-30,namioty rozkładane,1,0,0.0,0.0,0.0
shop2 / search,2026-03-19,namioty stelażowe,1,0,0.0,0.0,0.0
shop1 /search,2026-01-03,namioty szklarnie,7,1,1.02,0.0,0.0
shop1 /search,2026-02-03,namioty szklarnie,4,0,0.0,0.0,0.0
shop1 /search,2026-02-04,namioty szklarnie,4,0,0.0,0.0,0.0
shop1 /search,2026-02-26,namioty szklarnie,7,0,0.0,0.0,0.0
shop1 /search,2026-03-16,namioty szklarnie,6,0,0.0,0.0,0.0
shop1 /search,2026-03-17,namioty szklarnie,3,1,1.68,0.0,0.0
shop1 /search,2026-04-13,namioty szklarnie,5,1,1.26,0.0,0.0
shop1 /search,2026-04-15,namioty szklarnie,3,0,0.0,0.0,0.0
shop1 /search,2026-05-15,namioty szklarnie,5,0,0.0,0.0,0.0
shop_search,2026-09-04,namioty szklarnie,1,0,0.0,0.0,0.0
shop_search,2026-09-15,namioty szklarnie,7,0,0.0,0.0,0.0
shop1 /search,2026-01-23,namioty szklarnie ogrodowe,7,2,2.4,0.0,0.0
shop1 /search,2026-02-09,namioty szklarnie ogrodowe,3,0,0.0,0.0,0.0
shop1 /search,2026-02-27,namioty szklarnie ogrodowe,8,0,0.0,0.0,0.0
shop1 /search,2026-03-12,namioty szklarnie ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-05-18,namioty szklarnie ogrodowe,1,0,0.0,0.0,0.0
shop_search,2026-09-20,namioty szklarnie ogrodowe,3,0,0.0,0.0,0.0
shop_search,2026-09-21,namioty szklarnie ogrodowe,1,0,0.0,0.0,0.0
shop_search,2026-09-06,namioty szklarniowe,2,0,0.0,0.0,0.0
shop_search,2026-09-15,namioty szklarniowe,11,0,0.0,0.0,0.0
shop_search,2026-09-17,namioty szklarniowe,2,0,0.0,0.0,0.0
shop2 / search,2026-05-15,namioty transparentne,1,0,0.0,0.0,0.0
shop1 /search,2026-01-21,namioty uprawowe,1,0,0.0,0.0,0.0
shop1 /search,2025-12-28,namioty uprawowe zestaw,5,0,0.0,0.0,0.0
shop1 /search,2026-01-07,namioty warzywne,5,0,0.0,0.0,0.0
shop1 /search,2026-01-23,namioty warzywne,14,0,0.0,0.0,0.0
shop1 /search,2026-02-02,namioty warzywne,8,0,0.0,0.0,0.0
shop1 /search,2026-02-11,namioty warzywne,5,2,2.6,0.0,0.0
shop1 /search,2026-02-12,namioty warzywne,8,1,1.81,0.0,0.0
shop2 / search,2026-02-12,namioty warzywne,1,0,0.0,0.0,0.0
shop1 /search,2026-02-27,namioty warzywne,2,0,0.0,0.0,0.0
shop1 /search,2026-03-02,namioty warzywne,7,0,0.0,0.0,0.0
shop1 /search,2026-03-06,namioty warzywne,1,0,0.0,0.0,0.0
shop1 /search,2026-03-12,namioty warzywne,1,0,0.0,0.0,0.0
shop1 /search,2026-03-22,namioty warzywne,4,0,0.0,0.0,0.0
shop1 /search,2026-03-28,namioty warzywne,4,0,0.0,0.0,0.0
shop1 /search,2026-04-13,namioty warzywne,3,1,1.19,0.0,0.0
shop1 /search,2026-04-16,namioty warzywne,3,0,0.0,0.0,0.0
shop1 /search,2026-05-04,namioty warzywne,3,0,0.0,0.0,0.0
shop1 /search,2026-05-17,namioty warzywne,4,0,0.0,0.0,0.0
shop_search,2026-09-11,namioty warzywne,2,0,0.0,0.0,0.0
shop_search,2026-09-15,namioty warzywne,2,0,0.0,0.0,0.0
shop_search,2026-09-16,namioty warzywne,3,0,0.0,0.0,0.0
shop_search,2026-09-17,namioty warzywne,5,0,0.0,0.0,0.0
shop1 /search,2026-01-27,namioty wiaty,3,0,0.0,0.0,0.0
shop1 /search,2026-02-05,namioty z oknami,4,0,0.0,0.0,0.0
shop1 /search,2026-02-09,namioty z plandeki,1,0,0.0,0.0,0.0
shop1 /search,2026-05-15,namioty z plandeki,1,0,0.0,0.0,0.0
shop1 /search,2025-12-28,namioty z poliwęglanu,2,0,0.0,0.0,0.0
shop1 /search,2025-12-29,namioty z poliwęglanu,3,0,0.0,0.0,0.0
shop1 /search,2025-12-30,namioty z poliwęglanu,4,0,0.0,0.0,0.0
shop1 /search,2026-01-02,namioty z poliwęglanu,7,2,1.04,0.0,0.0
shop1 /search,2026-01-05,namioty z poliwęglanu,7,1,1.91,0.0,0.0
shop1 /search,2026-01-06,namioty z poliwęglanu,7,0,0.0,0.0,0.0
shop1 /search,2026-01-07,namioty z poliwęglanu,1,0,0.0,0.0,0.0
shop1 /search,2026-01-08,namioty z poliwęglanu,6,0,0.0,0.0,0.0
shop1 /search,2026-01-14,namioty z poliwęglanu,7,0,0.0,0.0,0.0
shop1 /search,2026-01-21,namioty z poliwęglanu,7,0,0.0,0.0,0.0
shop1 /search,2026-01-23,namioty z poliwęglanu,24,1,1.39,1.0,0.0
shop1 /search,2026-01-28,namioty z poliwęglanu,13,2,2.94,0.0,0.0
shop1 /search,2026-01-29,namioty z poliwęglanu,7,0,0.0,0.0,0.0
shop1 /search,2026-01-30,namioty z poliwęglanu,18,0,0.0,0.0,0.0
shop1 /search,2026-02-05,namioty z poliwęglanu,6,1,1.24,0.0,0.0
shop1 /search,2026-02-10,namioty z poliwęglanu,6,0,0.0,0.0,0.0
shop1 /search,2026-02-11,namioty z poliwęglanu,2,0,0.0,0.0,0.0
shop1 /search,2026-02-12,namioty z poliwęglanu,7,0,0.0,0.0,0.0
shop2 / search,2026-02-16,namioty z poliwęglanu,10,0,0.0,0.0,0.0
shop1 /search,2026-02-20,namioty z poliwęglanu,7,0,0.0,0.0,0.0
shop1 /search,2026-02-27,namioty z poliwęglanu,5,0,0.0,0.0,0.0
shop1 /search,2026-02-28,namioty z poliwęglanu,7,0,0.0,0.0,0.0
shop1 /search,2026-03-02,namioty z poliwęglanu,3,0,0.0,0.0,0.0
shop1 /search,2026-03-04,namioty z poliwęglanu,4,2,4.12,0.0,0.0
shop1 /search,2026-03-08,namioty z poliwęglanu,7,0,0.0,0.0,0.0
shop1 /search,2026-03-10,namioty z poliwęglanu,6,0,0.0,0.0,0.0
shop1 /search,2026-03-11,namioty z poliwęglanu,3,0,0.0,0.0,0.0
shop1 /search,2026-03-13,namioty z poliwęglanu,5,0,0.0,0.0,0.0
shop1 /search,2026-03-14,namioty z poliwęglanu,4,0,0.0,0.0,0.0
shop1 /search,2026-03-16,namioty z poliwęglanu,5,0,0.0,0.0,0.0
shop1 /search,2026-03-19,namioty z poliwęglanu,11,1,1.83,0.0,0.0
shop1 /search,2026-03-21,namioty z poliwęglanu,5,0,0.0,0.0,0.0
shop1 /search,2026-03-24,namioty z poliwęglanu,3,0,0.0,0.0,0.0
shop1 /search,2026-03-27,namioty z poliwęglanu,7,2,2.98,0.0,0.0
shop1 /search,2026-03-28,namioty z poliwęglanu,7,0,0.0,0.0,0.0
shop1 /search,2026-03-29,namioty z poliwęglanu,10,0,0.0,0.0,0.0
shop1 /search,2026-03-31,namioty z poliwęglanu,1,0,0.0,0.0,0.0
shop1 /search,2026-04-01,namioty z poliwęglanu,7,2,3.4,0.0,0.0
shop1 /search,2026-04-02,namioty z poliwęglanu,20,0,0.0,0.0,0.0
shop1 /search,2026-04-06,namioty z poliwęglanu,7,2,1.84,0.0,0.0
shop1 /search,2026-04-07,namioty z poliwęglanu,12,1,1.8,0.0,0.0
shop1 /search,2026-04-17,namioty z poliwęglanu,1,0,0.0,0.0,0.0
shop1 /search,2026-04-23,namioty z poliwęglanu,3,0,0.0,0.0,0.0
shop1 /search,2026-05-14,namioty z poliwęglanu,7,0,0.0,0.0,0.0
shop1 /search,2026-05-16,namioty z poliwęglanu,7,0,0.0,0.0,0.0
shop1 /search,2026-05-17,namioty z poliwęglanu,6,1,1.48,0.0,0.0
shop1 /search,2026-05-18,namioty z poliwęglanu,21,0,0.0,0.0,0.0
shop1 /search,2026-05-26,namioty z poliwęglanu,7,0,0.0,0.0,0.0
shop_search,2026-09-03,namioty z poliwęglanu,1,0,0.0,0.0,0.0
shop_search,2026-09-05,namioty z poliwęglanu,5,0,0.0,0.0,0.0
shop_search,2026-09-06,namioty z poliwęglanu,2,0,0.0,0.0,0.0
shop_search,2026-09-07,namioty z poliwęglanu,8,1,0.22,0.0,0.0
shop_search,2026-09-08,namioty z poliwęglanu,1,0,0.0,0.0,0.0
shop_search,2026-09-12,namioty z poliwęglanu,3,0,0.0,0.0,0.0
shop_search,2026-09-14,namioty z poliwęglanu,7,1,0.5,0.0,0.0
shop_search,2026-09-15,namioty z poliwęglanu,5,0,0.0,0.0,0.0
shop_search,2026-09-17,namioty z poliwęglanu,19,0,0.0,0.0,0.0
shop_search,2026-09-18,namioty z poliwęglanu,7,0,0.0,0.0,0.0
shop_search,2026-09-21,namioty z poliwęglanu,12,0,0.0,0.0,0.0
shop1 /search,2026-01-16,namioty zadaszenia,1,0,0.0,0.0,0.0
shop1 /search,2026-02-10,namioty łukowe,1,0,0.0,0.0,0.0
shop1 /search,2026-02-19,namioty łukowe,1,0,0.0,0.0,0.0
shop1 /search,2026-01-27,namix,1,0,0.0,0.0,0.0
shop1 /search,2026-02-02,namix,1,0,0.0,0.0,0.0
shop1 /search,2026-02-04,namix,3,0,0.0,0.0,0.0
shop1 /search,2026-02-11,namix,1,0,0.0,0.0,0.0
shop2 / search,2026-02-16,namix,1,0,0.0,0.0,0.0
shop1 /search,2026-02-25,namix,3,0,0.0,0.0,0.0
shop1 /search,2026-03-07,namix,1,0,0.0,0.0,0.0
shop1 /search,2026-02-10,namix namioty,3,0,0.0,0.0,0.0
shop2 / search,2026-02-24,namix namioty,1,0,0.0,0.0,0.0
shop1 /search,2026-01-12,nap namioty,1,0,0.0,0.0,0.0
shop_search,2026-09-11,napęd do okna,1,0,0.0,0.0,0.0
shop_search,2026-09-18,napęd termiczny do otwierania okna,1,0,0.0,0.0,0.0
shop_search,2026-09-04,napęd łańcuchowy do okien,1,0,0.0,0.0,0.0
shop2 / search,2026-03-04,narzedzia do ogrodu,2,0,0.0,0.0,0.0
shop1 /search,2026-03-29,narzedzia ogrodnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-02-02,narzedzia ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-03-31,narzedzia ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-04-17,narzedzia ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-04-15,narzędzi ogrodnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-03-29,narzędzia do ogrodu,1,0,0.0,0.0,0.0
shop1 /search,2026-04-13,narzędzia do ogrodu,1,0,0.0,0.0,0.0
shop1 /search,2026-04-14,narzędzia do ogrodu,3,0,0.0,0.0,0.0
shop_search,2026-09-09,narzędzia do podwiązywania roślin,1,0,0.0,0.0,0.0
shop1 /search,2026-04-30,narzędzia i sprzęt ogrodniczy,1,0,0.0,0.0,0.0
shop_search,2026-09-21,narzędzia niezbędne w ogrodzie,1,0,0.0,0.0,0.0
shop1 /search,2026-02-18,narzędzia ogrodnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-03-29,narzędzia ogrodnicze,2,0,0.0,0.0,0.0
shop1 /search,2026-03-30,narzędzia ogrodnicze,2,0,0.0,0.0,0.0
shop1 /search,2026-03-31,narzędzia ogrodnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-04-02,narzędzia ogrodnicze,1,0,0.0,0.0,0.0
shop1 /search,2026-04-07,narzędzia ogrodnicze,2,0,0.0,0.0,0.0
shop1 /search,2026-04-13,narzędzia ogrodnicze,5,0,0.0,0.0,0.0
shop_search,2026-09-21,narzędzia ogrodnicze allegro,1,0,0.0,0.0,0.0
shop1 /search,2026-01-28,narzędzia ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-01-29,narzędzia ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-02-03,narzędzia ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-02-09,narzędzia ogrodowe,3,0,0.0,0.0,0.0
shop1 /search,2026-02-10,narzędzia ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-03-16,narzędzia ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-03-21,narzędzia ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-03-30,narzędzia ogrodowe,3,0,0.0,0.0,0.0
shop1 /search,2026-03-31,narzędzia ogrodowe,2,0,0.0,0.0,0.0
shop1 /search,2026-04-02,narzędzia ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-04-06,narzędzia ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-04-14,narzędzia ogrodowe,9,0,0.0,0.0,0.0
shop1 /search,2026-04-16,narzędzia ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-04-17,narzędzia ogrodowe,1,0,0.0,0.0,0.0
shop1 /search,2026-04-02,narzędzia ogrodowe wyprzedaż,1,0,0.0,0.0,0.0
shop_search,2026-09-18,narzędzie do wiązania roślin,2,0,0.0,0.0,0.0
shop_search,2026-09-20,narzędzie do wiązania roślin,1,0,0.0,0.0,0.0
shop1 /search,2026-02-05,narzędziownia ogrodowa,2,1,1.29,0.0,0.0
shop1 /search,2026-04-14,narzędziownik ogrodowy,1,0,0.0,0.0,0.0
shop1 /search,2026-04-17,narzędziownik ogrodowy,1,0,0.0,0.0,0.0
shop1 /search,2025-12-16,nasza szklarnia,1,0,0.0,0.0,0.0
shop1 /search,2026-01-30,nasza szklarnia,2,0,0.0,0.0,0.0
