Дата визита,UTM Campaign,Город,Достигнутая цель,Визиты
2025-04-01,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Санкт-Петербург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Екатеринбург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Липецк,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-08,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-10,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-10,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Пермь,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Екатеринбург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-16,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Ярославль,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-23,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Воронеж,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-24,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Тверь,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Иркутск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Казань,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Электросталь,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Екатеринбург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-05,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Киров,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-06,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Новосибирск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-07,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Курск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-08,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-09,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Красноярск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-12,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Брянск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-13,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Санкт-Петербург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-14,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Екатеринбург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-14,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Красноярск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-14,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Тольятти,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-16,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Курск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Уфа,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Ялта,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-23,Статья: Цифры и факты / Интересы: франшиза (копия),Омск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-24,Статья: Цифры и факты / Интересы: франшиза (копия),Екатеринбург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Йошкар-Ола,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Нижний Новгород,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Ижевск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Владивосток,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Самара,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Тюмень,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Сланцы,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-29,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-29,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Волгоград,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-29,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Саранск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-29,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Нижний Новгород,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Каспийск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Ростов-на-Дону,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Саратов,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Якутск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-01,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Калининград,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Махачкала,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-06,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Барнаул,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-10,Статья: Цифры и факты / Интересы: франшиза (копия),Екатеринбург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Екатеринбург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Пенза,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-14,Статья: Цифры и факты / Интересы: франшиза (копия),Астрахань,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-16,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Майкоп,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-20,Статья: Цифры и факты / Интересы: франшиза (копия),Екатеринбург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Сургут,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Новосибирск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,2
2025-07-05,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-07,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-07,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-10,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Вильнюс,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Варшава,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Иркутск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Пермь,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-12,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Иркутск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Иркутск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Лениногорск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Омск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Санкт-Петербург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Старый Оскол,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Ростов-на-Дону,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Санкт-Петербург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Челябинск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Воронеж,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Туапсе,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Барнаул,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Челябинск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-18,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Новосибирск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Нижний Новгород,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Рубцовск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Бор,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Геленджик,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Саратов,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Киров,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-06,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Екатеринбург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-13,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-14,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-14,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-10-24,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / рся / 2510-1,Семенов,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-10-29,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / рся / 2510-1,Пермь,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-11-01,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / рся / 2510-1,Пенза,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-11-18,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,Санкт-Петербург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-11-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-11-30,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,Невинномысск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-12-07,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,Калининград,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-12-18,Промостатья: рынок и тренды 1 / Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Валенсия,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-12-19,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Санкт-Петербург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-12-29,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-03-25,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,2
2026-01-01,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,Иркутск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-05,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-06,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-06,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-09,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Хабаровск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-10,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-10,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Краснодар,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-16,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-17,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Владимир,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-26,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-02-03,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,Берлин,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-02-09,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Иркутск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-02-14,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,Евпатория,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-02-26,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Коломна,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-02-27,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Владивосток,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-03-13,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-03-18,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Владивосток,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-04-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,2
2026-04-15,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Закаменск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-04-15,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-04-19,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Челябинск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Краснодар,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-04-22,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Уфа,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-04-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Санкт-Петербург,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-04-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Якутск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-11,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-11,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Вилючинск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-15,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-16,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-17,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-20,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-25,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Ставрополь,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-29,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Курск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-31,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-06-02,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Тверь,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-06-11,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Белгород,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-06-15,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-06-15,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Чита,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-06-20,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Кореновск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-06-29,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Саратов,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-11,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,2
2026-07-01,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Москва,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-02,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Иркутск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-17,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Волгоград,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-17,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Саратов,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-20,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-21,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Волгоград,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-22,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Новосибирск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-23,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / поиск / #dzen / 2607-1,Новосибирск,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
