Дата визита,UTM Campaign,Пол,Возраст,Достигнутая цель,Визиты
2025-04-10,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-16,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-23,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-24,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,18‑24 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-04-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-05,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-06,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-07,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-08,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-09,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-12,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-13,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-15,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-15,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-16,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-23,Статья: Цифры и факты / Интересы: франшиза (копия),мужской,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-24,Статья: Цифры и факты / Интересы: франшиза (копия),мужской,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-29,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,18‑24 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,мужской,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,мужской,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-05-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-01,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,мужской,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-06,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-10,Статья: Цифры и факты / Интересы: франшиза (копия),Не определено,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-14,Статья: Цифры и факты / Интересы: франшиза (копия),Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-16,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-20,Статья: Цифры и факты / Интересы: франшиза (копия),Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-06-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,5
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,2
2025-07-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,2
2025-07-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,2
2025-08-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,2
2025-07-05,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-07,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-07,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-10,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-12,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-07-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-18,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-08-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-06,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-13,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-14,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-09-14,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-10-24,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / рся / 2510-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-10-29,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / рся / 2510-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-11-01,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / рся / 2510-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-11-18,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-11-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-11-30,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-12-07,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-12-18,Промостатья: рынок и тренды 1 / Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-12-19,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,мужской,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2025-12-29,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,18‑24 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-01,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,мужской,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-05,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,мужской,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-06,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,мужской,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-06,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-09,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-10,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-10,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-16,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-17,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,мужской,18‑24 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-01-26,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,мужской,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-02-03,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-02-09,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,18‑24 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-02-14,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-02-26,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-02-27,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-03-13,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-03-18,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-03-25,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-03-25,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-04-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,3
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,2
2026-05-11,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,2
2026-04-15,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-04-15,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-04-19,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-04-22,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-04-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-15,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-16,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-17,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-20,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-25,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-29,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-05-31,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-06-02,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-06-11,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-06-15,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-06-15,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-06-20,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,55 лет и старше,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-06-29,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-11,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,2
2026-07-01,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-02,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-17,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-17,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-20,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-21,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-22,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-23,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / поиск / #dzen / 2607-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-25,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-28,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-29,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-07-30,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-08-09,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,45-54 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-08-11,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,25‑34 года,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
2026-08-19,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Не определено,Не определено,ОТПРАВКА ЛЮБОЙ ФОРМЫ,1
