Дата визита,Источник трафика (детально),UTM Source,UTM Campaign,UTM Content,Визиты
2026-01-09,Не определено,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,"Как я преобразила свою жизнь, открыв зоомагазин_6953d568464f9a5900fb5aba",1
2026-01-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2026-01-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,Этот бизнес вырос на 39% за 2025г. Пока другие выживали_6943e83c924d6d6e4f7b8e27,1
2026-01-12,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2026-01-12,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",1
2026-01-13,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-01-13,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2026-01-14,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,История успеха: мой путь от работницы к предприн_6953d568464f9a5900fb5aba,1
2026-01-15,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,История успеха: мой путь от работницы к предпринимателю_6953d568464f9a5900fb5aba,1
2026-01-15,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-01-15,Яндекс: Директ,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,"Как я преобразила свою жизнь, открыв зоомагазин_6953d568464f9a5900fb5aba",1
2026-01-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-01-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",1
2026-01-18,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2026-01-19,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-01-20,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-01-20,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2026-01-21,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-01-21,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,Почему зообизнес растёт в кризис: разбираем по цифрам_6943e83c924d6d6e4f7b8e27,1
2026-01-21,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2026-01-22,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-01-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-01-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2026-01-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",1
2026-01-24,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,Открыть зоомагазин: история одной предпринимательницы_6971f7f0c57fdb2965e9f7a5,1
2026-01-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-01-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,История успеха: мой путь от работницы к предпринимателю_6971f7f0c57fdb2965e9f7a5,1
2026-01-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-01-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,Почему зообизнес растёт в кризис: разбираем по цифрам_6943e83c924d6d6e4f7b8e27,1
2026-01-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2026-01-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",1
2026-01-28,Яндекс.Директ: Не определено,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",1
2026-01-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-01-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,История успеха: мой путь от работницы к предпринимателю_6971f7f0c57fdb2965e9f7a5,1
2026-01-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-01-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2026-01-30,Яндекс: Директ,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",1
2026-02-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",1
2026-02-02,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-03,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-05,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-05,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",1
2026-02-06,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",1
2026-02-06,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-06,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",1
2026-02-07,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",1
2026-02-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2026-02-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",1
2026-02-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,Рынок зоотоваров вырос на 39%: в чём секрет успеха_6943e83c924d6d6e4f7b8e27,1
2026-02-11,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-12,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-13,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-14,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",1
2026-02-15,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",1
2026-02-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",1
2026-02-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2026-02-17,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-18,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",1
2026-02-18,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-19,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-20,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),"Почему зоомагазины процветают, пока другие закрываются_69970bd31dce5f2f22da16f1",1
2026-02-20,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",1
2026-02-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-26,Google,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Как франшиза меняет жизнь: история успеха_699eb80cb8de026b403a2e45,1
2026-02-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-02-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Мой путь к успеху: зоомагазин по франшизе_699eb80cb8de026b403a2e45,1
2026-02-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",1
2026-02-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Как франшиза меняет жизнь: история успеха_699eb80cb8de026b403a2e45,1
2026-03-02,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,"Как я преобразила свою жизнь, открыв зоомагазин_699eb80cb8de026b403a2e45",1
2026-03-02,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),"Почему зоомагазины процветают, пока другие закрываются_69970bd31dce5f2f22da16f1",1
2026-03-03,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",1
2026-03-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Мой путь к успеху: зоомагазин по франшизе_699eb80cb8de026b403a2e45,1
2026-03-12,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Зообизнес без рисков: франшиза «Мокрый нос»_699eb80cb8de026b403a2e45,1
2026-03-12,Яндекс: Директ,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,"Как я преобразила свою жизнь, открыв зоомагазин_699eb80cb8de026b403a2e45",1
2026-03-14,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),"Почему зоомагазины процветают, пока другие закрываются_69970bd31dce5f2f22da16f1",1
2026-03-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-03-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),"Почему зоомагазины процветают, пока другие закрываются_69970bd31dce5f2f22da16f1",1
2026-03-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-04-21,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,211
2026-04-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,141
2026-04-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,117
2026-04-15,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,83
2026-04-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,71
2026-04-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,58
2026-04-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,57
2026-04-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,45
2026-04-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,34
2026-06-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,29
2026-05-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,28
2026-05-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,28
2026-05-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,27
2026-05-24,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,25
2026-04-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,22
2026-04-24,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,22
2026-05-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,22
2026-04-17,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,21
2026-05-20,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,20
2026-05-21,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,19
2026-05-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,16
2026-06-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,16
2026-06-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,16
2026-04-14,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,13
2026-04-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,13
2026-05-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,13
2026-05-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,12
2026-06-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,12
2026-05-22,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,11
2026-05-31,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,11
2026-06-17,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,9
2026-06-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,9
2026-05-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,8
2026-06-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,8
2026-05-17,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,7
2026-05-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,7
2026-06-15,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,7
2026-04-22,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,6
2026-04-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,6
2026-06-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,6
2026-04-14,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,5
2026-05-04,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,5
2026-05-15,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,5
2026-06-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,5
2026-06-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,5
2026-04-15,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,4
2026-04-19,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,4
2026-04-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,4
2026-04-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,4
2026-05-18,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,4
2026-06-03,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,4
2026-06-15,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,4
2026-06-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,4
2026-04-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-04-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,3
2026-05-11,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-05-14,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-05-19,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-05-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,3
